state,district,month,demo_age_5_17,demo_age_17_,dataset
Delhi,East Delhi,2025-08,164,1314,demographic
Delhi,East Delhi,2025-09,145,965,demographic
Delhi,East Delhi,2025-10,116,841,demographic
Delhi,East Delhi,2025-11,131,1160,demographic
Delhi,East Delhi,2025-12,120,981,demographic
Delhi,Najafgarh,2025-01,0,3,demographic
Delhi,Najafgarh,2025-02,0,10,demographic
Delhi,Najafgarh,2025-03,0,3,demographic
Delhi,Najafgarh,2025-04,0,5,demographic
Delhi,Najafgarh,2025-05,0,2,demographic
Delhi,Najafgarh,2025-06,0,8,demographic
Delhi,Najafgarh,2025-07,0,5,demographic
Delhi,Najafgarh,2025-08,0,3,demographic
Delhi,Najafgarh,2025-09,0,9,demographic
Delhi,Najafgarh,2025-10,2,1,demographic
Delhi,Najafgarh,2025-11,0,10,demographic
Delhi,Najafgarh,2025-12,0,12,demographic
Delhi,New Delhi,2025-01,175,1084,demographic
Delhi,New Delhi,2025-02,3,32,demographic
Delhi,New Delhi,2025-03,18,72,demographic
Delhi,New Delhi,2025-04,10,54,demographic
Delhi,New Delhi,2025-05,6,30,demographic
Delhi,New Delhi,2025-06,7,45,demographic
Delhi,New Delhi,2025-07,7,35,demographic
Delhi,New Delhi,2025-08,15,67,demographic
Delhi,New Delhi,2025-09,1,40,demographic
Delhi,New Delhi,2025-10,8,60,demographic
Delhi,New Delhi,2025-11,10,67,demographic
Delhi,New Delhi,2025-12,8,58,demographic
Delhi,North Delhi,2025-01,4184,35384,demographic
Delhi,North Delhi,2025-02,47,390,demographic
Delhi,North Delhi,2025-03,66,591,demographic
Delhi,North Delhi,2025-04,64,501,demographic
Delhi,North Delhi,2025-05,39,240,demographic
Delhi,North Delhi,2025-06,65,544,demographic
Delhi,North Delhi,2025-07,35,359,demographic
Delhi,North Delhi,2025-08,89,617,demographic
Delhi,North Delhi,2025-09,53,441,demographic
Delhi,North Delhi,2025-10,78,564,demographic
Delhi,North Delhi,2025-11,74,656,demographic
Delhi,North Delhi,2025-12,71,623,demographic
Delhi,North East,2025-01,37,3198,demographic
Delhi,North East,2025-02,6,213,demographic
Delhi,North East,2025-03,8,128,demographic
Delhi,North East,2025-04,12,357,demographic
Delhi,North East,2025-05,4,116,demographic
Delhi,North East,2025-06,16,295,demographic
Delhi,North East,2025-07,6,147,demographic
Delhi,North East,2025-08,7,333,demographic
Delhi,North East,2025-09,11,255,demographic
Delhi,North East,2025-10,12,240,demographic
Delhi,North East,2025-11,20,255,demographic
Delhi,North East,2025-12,11,227,demographic
Delhi,North East Delhi,2025-01,11698,51055,demographic
Delhi,North East Delhi,2025-02,116,651,demographic
Delhi,North East Delhi,2025-03,191,1031,demographic
Delhi,North East Delhi,2025-04,171,1135,demographic
Delhi,North East Delhi,2025-05,122,684,demographic
Delhi,North East Delhi,2025-06,195,1224,demographic
Delhi,North East Delhi,2025-07,113,806,demographic
Delhi,North East Delhi,2025-08,190,1287,demographic
Delhi,North East Delhi,2025-09,179,1006,demographic
Delhi,North East Delhi,2025-10,162,841,demographic
Delhi,North East Delhi,2025-11,183,1172,demographic
Delhi,North East Delhi,2025-12,150,836,demographic
Delhi,North West Delhi,2025-01,20792,134890,demographic
Delhi,North West Delhi,2025-02,331,2181,demographic
Delhi,North West Delhi,2025-03,339,2628,demographic
Delhi,North West Delhi,2025-04,369,2482,demographic
Delhi,North West Delhi,2025-05,184,1412,demographic
Delhi,North West Delhi,2025-06,362,2214,demographic
Delhi,North West Delhi,2025-07,190,1498,demographic
Delhi,North West Delhi,2025-08,311,2716,demographic
Delhi,North West Delhi,2025-09,248,1842,demographic
Delhi,North West Delhi,2025-10,257,1942,demographic
Delhi,North West Delhi,2025-11,356,2596,demographic
Delhi,North West Delhi,2025-12,282,2131,demographic
Delhi,Shahdara,2025-01,2498,11087,demographic
Delhi,Shahdara,2025-02,22,175,demographic
Delhi,Shahdara,2025-03,28,270,demographic
Delhi,Shahdara,2025-04,26,203,demographic
Delhi,Shahdara,2025-05,27,263,demographic
Delhi,Shahdara,2025-06,37,274,demographic
Delhi,Shahdara,2025-07,16,184,demographic
Delhi,Shahdara,2025-08,43,280,demographic
Delhi,Shahdara,2025-09,30,198,demographic
Delhi,Shahdara,2025-10,19,175,demographic
Delhi,Shahdara,2025-11,39,287,demographic
Delhi,Shahdara,2025-12,17,176,demographic
Delhi,South Delhi,2025-01,10091,90590,demographic
Delhi,South Delhi,2025-02,136,1524,demographic
Delhi,South Delhi,2025-03,167,1726,demographic
Delhi,South Delhi,2025-04,167,2025,demographic
Delhi,South Delhi,2025-05,107,1299,demographic
Delhi,South Delhi,2025-06,167,1830,demographic
Delhi,South Delhi,2025-07,132,1435,demographic
Delhi,South Delhi,2025-08,219,2138,demographic
Delhi,South Delhi,2025-09,154,1574,demographic
Delhi,South Delhi,2025-10,134,1415,demographic
Delhi,South Delhi,2025-11,191,2037,demographic
Delhi,South Delhi,2025-12,148,1789,demographic
Delhi,South East Delhi,2025-01,3,21,demographic
Delhi,South East Delhi,2025-02,0,10,demographic
Delhi,South East Delhi,2025-03,2,18,demographic
Delhi,South East Delhi,2025-04,4,31,demographic
Delhi,South East Delhi,2025-05,4,19,demographic
Delhi,South East Delhi,2025-06,8,45,demographic
Delhi,South East Delhi,2025-07,4,15,demographic
Delhi,South East Delhi,2025-08,5,32,demographic
Delhi,South East Delhi,2025-09,11,35,demographic
Delhi,South East Delhi,2025-10,1,5,demographic
Delhi,South East Delhi,2025-11,6,36,demographic
Delhi,South East Delhi,2025-12,1,25,demographic
Delhi,South West Delhi,2025-01,8864,66093,demographic
Delhi,South West Delhi,2025-02,162,1287,demographic
Delhi,South West Delhi,2025-03,227,1622,demographic
Delhi,South West Delhi,2025-04,167,1458,demographic
Delhi,South West Delhi,2025-05,123,860,demographic
Delhi,South West Delhi,2025-06,239,1727,demographic
Delhi,South West Delhi,2025-07,144,1135,demographic
Delhi,South West Delhi,2025-08,220,1662,demographic
Delhi,South West Delhi,2025-09,211,1315,demographic
Delhi,South West Delhi,2025-10,168,1154,demographic
Delhi,South West Delhi,2025-11,224,1732,demographic
Delhi,South West Delhi,2025-12,216,1523,demographic
Delhi,West Delhi,2025-01,13809,97883,demographic
Delhi,West Delhi,2025-02,168,1414,demographic
Delhi,West Delhi,2025-03,198,1601,demographic
Delhi,West Delhi,2025-04,207,1991,demographic
Delhi,West Delhi,2025-05,129,1338,demographic
Delhi,West Delhi,2025-06,181,1623,demographic
Delhi,West Delhi,2025-07,145,1206,demographic
Delhi,West Delhi,2025-08,209,1956,demographic
Delhi,West Delhi,2025-09,222,1812,demographic
Delhi,West Delhi,2025-10,141,1507,demographic
Delhi,West Delhi,2025-11,241,1825,demographic
Delhi,West Delhi,2025-12,247,2101,demographic
Goa,Bardez,2025-02,0,1,demographic
Goa,Bardez,2025-03,0,1,demographic
Goa,Bardez,2025-06,0,2,demographic
Goa,Bardez,2025-08,0,3,demographic
Goa,Bardez,2025-09,0,1,demographic
Goa,North Goa,2025-01,548,3035,demographic
Goa,North Goa,2025-02,28,405,demographic
Goa,North Goa,2025-03,30,409,demographic
Goa,North Goa,2025-04,36,490,demographic
Goa,North Goa,2025-05,45,313,demographic
Goa,North Goa,2025-06,39,447,demographic
Goa,North Goa,2025-07,22,254,demographic
Goa,North Goa,2025-08,50,542,demographic
Goa,North Goa,2025-09,22,427,demographic
Goa,North Goa,2025-10,18,470,demographic
Goa,North Goa,2025-11,33,529,demographic
Goa,North Goa,2025-12,37,449,demographic
Goa,South Goa,2025-01,524,2756,demographic
Goa,South Goa,2025-02,23,308,demographic
Goa,South Goa,2025-03,37,353,demographic
Goa,South Goa,2025-04,38,430,demographic
Goa,South Goa,2025-05,30,292,demographic
Goa,South Goa,2025-06,23,348,demographic
Goa,South Goa,2025-07,33,244,demographic
Goa,South Goa,2025-08,35,491,demographic
Goa,South Goa,2025-09,36,351,demographic
Goa,South Goa,2025-10,12,391,demographic
Goa,South Goa,2025-11,29,426,demographic
Goa,South Goa,2025-12,27,458,demographic
Goa,Tiswadi,2025-01,0,1,demographic
Goa,Tiswadi,2025-12,0,1,demographic
Gujarat,Ahmadabad,2025-01,3,159,demographic
Gujarat,Ahmadabad,2025-02,6,225,demographic
Gujarat,Ahmadabad,2025-03,14,265,demographic
Gujarat,Ahmadabad,2025-04,18,299,demographic
Gujarat,Ahmadabad,2025-05,3,106,demographic
Gujarat,Ahmadabad,2025-06,10,222,demographic
Gujarat,Ahmadabad,2025-07,9,137,demographic
Gujarat,Ahmadabad,2025-08,18,232,demographic
Gujarat,Ahmadabad,2025-09,10,241,demographic
Gujarat,Ahmadabad,2025-10,11,221,demographic
Gujarat,Ahmadabad,2025-11,22,251,demographic
Gujarat,Ahmadabad,2025-12,5,302,demographic
Gujarat,Ahmedabad,2025-01,11893,80762,demographic
Gujarat,Ahmedabad,2025-02,362,3754,demographic
Gujarat,Ahmedabad,2025-03,511,4422,demographic
Gujarat,Ahmedabad,2025-04,516,4226,demographic
Gujarat,Ahmedabad,2025-05,376,2524,demographic
Gujarat,Ahmedabad,2025-06,595,4221,demographic
Gujarat,Ahmedabad,2025-07,405,2837,demographic
Gujarat,Ahmedabad,2025-08,483,4377,demographic
Gujarat,Ahmedabad,2025-09,434,3509,demographic
Gujarat,Ahmedabad,2025-10,366,3607,demographic
Gujarat,Ahmedabad,2025-11,490,4369,demographic
Gujarat,Ahmedabad,2025-12,441,4257,demographic
Gujarat,Amreli,2025-01,847,6147,demographic
Gujarat,Amreli,2025-02,37,557,demographic
Gujarat,Amreli,2025-03,56,617,demographic
Gujarat,Amreli,2025-04,60,675,demographic
Gujarat,Amreli,2025-05,25,334,demographic
Gujarat,Amreli,2025-06,49,511,demographic
Gujarat,Amreli,2025-07,32,291,demographic
Gujarat,Amreli,2025-08,53,734,demographic
Gujarat,Amreli,2025-09,54,568,demographic
Gujarat,Amreli,2025-10,48,525,demographic
Gujarat,Amreli,2025-11,57,647,demographic
Gujarat,Amreli,2025-12,44,677,demographic
Gujarat,Anand,2025-01,784,9164,demographic
Gujarat,Anand,2025-02,68,673,demographic
Gujarat,Anand,2025-03,99,872,demographic
Gujarat,Anand,2025-04,86,844,demographic
Gujarat,Anand,2025-05,60,485,demographic
Gujarat,Anand,2025-06,112,738,demographic
Gujarat,Anand,2025-07,54,366,demographic
Gujarat,Anand,2025-08,92,1067,demographic
Gujarat,Anand,2025-09,77,719,demographic
Gujarat,Anand,2025-10,60,714,demographic
Gujarat,Anand,2025-11,87,964,demographic
Gujarat,Anand,2025-12,97,913,demographic
Gujarat,Arvalli,2025-01,650,1314,demographic
Gujarat,Arvalli,2025-02,28,144,demographic
Gujarat,Arvalli,2025-03,45,151,demographic
Gujarat,Arvalli,2025-04,29,185,demographic
Gujarat,Arvalli,2025-05,21,75,demographic
Gujarat,Arvalli,2025-06,21,111,demographic
Gujarat,Arvalli,2025-07,21,67,demographic
Gujarat,Arvalli,2025-08,61,207,demographic
Gujarat,Arvalli,2025-09,44,156,demographic
Gujarat,Arvalli,2025-10,27,172,demographic
Gujarat,Arvalli,2025-11,38,176,demographic
Gujarat,Arvalli,2025-12,42,202,demographic
Gujarat,Banas Kantha,2025-01,0,7,demographic
Gujarat,Banas Kantha,2025-02,0,12,demographic
Gujarat,Banas Kantha,2025-03,0,7,demographic
Gujarat,Banas Kantha,2025-04,1,19,demographic
Gujarat,Banas Kantha,2025-05,0,15,demographic
Gujarat,Banas Kantha,2025-06,0,7,demographic
Gujarat,Banas Kantha,2025-07,1,5,demographic
Gujarat,Banas Kantha,2025-08,1,15,demographic
Gujarat,Banas Kantha,2025-09,0,17,demographic
Gujarat,Banas Kantha,2025-10,1,11,demographic
Gujarat,Banas Kantha,2025-11,0,17,demographic
Gujarat,Banas Kantha,2025-12,0,18,demographic
Gujarat,Banaskantha,2025-01,3641,17949,demographic
Gujarat,Banaskantha,2025-02,167,1404,demographic
Gujarat,Banaskantha,2025-03,152,1272,demographic
Gujarat,Banaskantha,2025-04,157,1498,demographic
Gujarat,Banaskantha,2025-05,83,647,demographic
Gujarat,Banaskantha,2025-06,158,1085,demographic
Gujarat,Banaskantha,2025-07,90,545,demographic
Gujarat,Banaskantha,2025-08,148,1232,demographic
Gujarat,Banaskantha,2025-09,120,1010,demographic
Gujarat,Banaskantha,2025-10,137,1210,demographic
Gujarat,Banaskantha,2025-11,159,1542,demographic
Gujarat,Banaskantha,2025-12,160,1570,demographic
Gujarat,Bharuch,2025-01,2289,12570,demographic
Gujarat,Bharuch,2025-02,84,804,demographic
Gujarat,Bharuch,2025-03,149,928,demographic
Gujarat,Bharuch,2025-04,79,731,demographic
Gujarat,Bharuch,2025-05,76,421,demographic
Gujarat,Bharuch,2025-06,139,707,demographic
Gujarat,Bharuch,2025-07,93,481,demographic
Gujarat,Bharuch,2025-08,121,963,demographic
Gujarat,Bharuch,2025-09,107,684,demographic
Gujarat,Bharuch,2025-10,60,581,demographic
Gujarat,Bharuch,2025-11,121,827,demographic
Gujarat,Bharuch,2025-12,142,901,demographic
Gujarat,Bhavnagar,2025-01,2390,15555,demographic
Gujarat,Bhavnagar,2025-02,106,1080,demographic
Gujarat,Bhavnagar,2025-03,160,1196,demographic
Gujarat,Bhavnagar,2025-04,121,1318,demographic
Gujarat,Bhavnagar,2025-05,71,689,demographic
Gujarat,Bhavnagar,2025-06,190,1365,demographic
Gujarat,Bhavnagar,2025-07,104,648,demographic
Gujarat,Bhavnagar,2025-08,133,1435,demographic
Gujarat,Bhavnagar,2025-09,125,1070,demographic
Gujarat,Bhavnagar,2025-10,104,867,demographic
Gujarat,Bhavnagar,2025-11,136,1274,demographic
Gujarat,Bhavnagar,2025-12,130,1314,demographic
Gujarat,Botad,2025-01,580,1627,demographic
Gujarat,Botad,2025-02,19,140,demographic
Gujarat,Botad,2025-03,35,182,demographic
Gujarat,Botad,2025-04,23,138,demographic
Gujarat,Botad,2025-05,9,59,demographic
Gujarat,Botad,2025-06,41,124,demographic
Gujarat,Botad,2025-07,14,101,demographic
Gujarat,Botad,2025-08,22,138,demographic
Gujarat,Botad,2025-09,16,75,demographic
Gujarat,Botad,2025-10,17,107,demographic
Gujarat,Botad,2025-11,25,116,demographic
Gujarat,Botad,2025-12,37,180,demographic
Gujarat,Chhotaudepur,2025-01,612,2092,demographic
Gujarat,Chhotaudepur,2025-02,45,198,demographic
Gujarat,Chhotaudepur,2025-03,35,212,demographic
Gujarat,Chhotaudepur,2025-04,24,148,demographic
Gujarat,Chhotaudepur,2025-05,18,84,demographic
Gujarat,Chhotaudepur,2025-06,30,108,demographic
Gujarat,Chhotaudepur,2025-07,19,92,demographic
Gujarat,Chhotaudepur,2025-08,52,236,demographic
Gujarat,Chhotaudepur,2025-09,45,171,demographic
Gujarat,Chhotaudepur,2025-10,40,215,demographic
Gujarat,Chhotaudepur,2025-11,40,185,demographic
Gujarat,Chhotaudepur,2025-12,51,203,demographic
Gujarat,Dahod,2025-01,1459,8394,demographic
Gujarat,Dahod,2025-02,106,623,demographic
Gujarat,Dahod,2025-03,124,767,demographic
Gujarat,Dahod,2025-04,78,636,demographic
Gujarat,Dahod,2025-05,39,312,demographic
Gujarat,Dahod,2025-06,102,616,demographic
Gujarat,Dahod,2025-07,55,325,demographic
Gujarat,Dahod,2025-08,99,836,demographic
Gujarat,Dahod,2025-09,91,549,demographic
Gujarat,Dahod,2025-10,90,687,demographic
Gujarat,Dahod,2025-11,90,615,demographic
Gujarat,Dahod,2025-12,111,734,demographic
Gujarat,Devbhumi Dwarka,2025-01,164,1430,demographic
Gujarat,Devbhumi Dwarka,2025-02,19,119,demographic
Gujarat,Devbhumi Dwarka,2025-03,16,132,demographic
Gujarat,Devbhumi Dwarka,2025-04,19,150,demographic
Gujarat,Devbhumi Dwarka,2025-05,12,49,demographic
Gujarat,Devbhumi Dwarka,2025-06,25,116,demographic
Gujarat,Devbhumi Dwarka,2025-07,16,91,demographic
Gujarat,Devbhumi Dwarka,2025-08,23,158,demographic
Gujarat,Devbhumi Dwarka,2025-09,24,125,demographic
Gujarat,Devbhumi Dwarka,2025-10,15,127,demographic
Gujarat,Devbhumi Dwarka,2025-11,26,193,demographic
Gujarat,Devbhumi Dwarka,2025-12,38,184,demographic
Gujarat,Dohad,2025-01,49,1068,demographic
Gujarat,Dohad,2025-02,5,110,demographic
Gujarat,Dohad,2025-03,12,126,demographic
Gujarat,Dohad,2025-04,6,131,demographic
Gujarat,Dohad,2025-05,2,52,demographic
Gujarat,Dohad,2025-06,9,140,demographic
Gujarat,Dohad,2025-07,10,82,demographic
Gujarat,Dohad,2025-08,11,176,demographic
Gujarat,Dohad,2025-09,11,98,demographic
Gujarat,Dohad,2025-10,3,124,demographic
Gujarat,Dohad,2025-11,13,151,demographic
Gujarat,Dohad,2025-12,14,126,demographic
Gujarat,Gandhinagar,2025-01,2784,21233,demographic
Gujarat,Gandhinagar,2025-02,44,691,demographic
Gujarat,Gandhinagar,2025-03,96,835,demographic
Gujarat,Gandhinagar,2025-04,93,845,demographic
Gujarat,Gandhinagar,2025-05,48,405,demographic
Gujarat,Gandhinagar,2025-06,97,727,demographic
Gujarat,Gandhinagar,2025-07,59,505,demographic
Gujarat,Gandhinagar,2025-08,96,942,demographic
Gujarat,Gandhinagar,2025-09,86,788,demographic
Gujarat,Gandhinagar,2025-10,71,657,demographic
Gujarat,Gandhinagar,2025-11,73,878,demographic
Gujarat,Gandhinagar,2025-12,95,1031,demographic
Gujarat,Gir Somnath,2025-01,920,2370,demographic
Gujarat,Gir Somnath,2025-02,35,234,demographic
Gujarat,Gir Somnath,2025-03,44,280,demographic
Gujarat,Gir Somnath,2025-04,42,237,demographic
Gujarat,Gir Somnath,2025-05,20,83,demographic
Gujarat,Gir Somnath,2025-06,50,280,demographic
Gujarat,Gir Somnath,2025-07,30,110,demographic
Gujarat,Gir Somnath,2025-08,44,302,demographic
Gujarat,Gir Somnath,2025-09,31,169,demographic
Gujarat,Gir Somnath,2025-10,40,205,demographic
Gujarat,Gir Somnath,2025-11,43,253,demographic
Gujarat,Gir Somnath,2025-12,33,229,demographic
Gujarat,Jamnagar,2025-01,1403,12449,demographic
Gujarat,Jamnagar,2025-02,61,733,demographic
Gujarat,Jamnagar,2025-03,94,933,demographic
Gujarat,Jamnagar,2025-04,105,1076,demographic
Gujarat,Jamnagar,2025-05,35,266,demographic
Gujarat,Jamnagar,2025-06,104,857,demographic
Gujarat,Jamnagar,2025-07,85,417,demographic
Gujarat,Jamnagar,2025-08,89,1095,demographic
Gujarat,Jamnagar,2025-09,66,761,demographic
Gujarat,Jamnagar,2025-10,67,889,demographic
Gujarat,Jamnagar,2025-11,101,1143,demographic
Gujarat,Jamnagar,2025-12,112,1125,demographic
Gujarat,Junagadh,2025-01,1333,7917,demographic
Gujarat,Junagadh,2025-02,71,756,demographic
Gujarat,Junagadh,2025-03,90,937,demographic
Gujarat,Junagadh,2025-04,75,1000,demographic
Gujarat,Junagadh,2025-05,29,269,demographic
Gujarat,Junagadh,2025-06,62,773,demographic
Gujarat,Junagadh,2025-07,49,422,demographic
Gujarat,Junagadh,2025-08,85,1014,demographic
Gujarat,Junagadh,2025-09,66,651,demographic
Gujarat,Junagadh,2025-10,75,717,demographic
Gujarat,Junagadh,2025-11,84,879,demographic
Gujarat,Junagadh,2025-12,83,927,demographic
Gujarat,Kachchh,2025-01,2981,18328,demographic
Gujarat,Kachchh,2025-02,92,1125,demographic
Gujarat,Kachchh,2025-03,159,1115,demographic
Gujarat,Kachchh,2025-04,124,1271,demographic
Gujarat,Kachchh,2025-05,66,483,demographic
Gujarat,Kachchh,2025-06,161,1114,demographic
Gujarat,Kachchh,2025-07,83,552,demographic
Gujarat,Kachchh,2025-08,119,889,demographic
Gujarat,Kachchh,2025-09,95,701,demographic
Gujarat,Kachchh,2025-10,89,940,demographic
Gujarat,Kachchh,2025-11,138,1231,demographic
Gujarat,Kachchh,2025-12,131,1319,demographic
Gujarat,Kheda,2025-01,2372,13331,demographic
Gujarat,Kheda,2025-02,86,974,demographic
Gujarat,Kheda,2025-03,95,1051,demographic
Gujarat,Kheda,2025-04,84,1083,demographic
Gujarat,Kheda,2025-05,49,403,demographic
Gujarat,Kheda,2025-06,88,712,demographic
Gujarat,Kheda,2025-07,48,333,demographic
Gujarat,Kheda,2025-08,107,1070,demographic
Gujarat,Kheda,2025-09,85,854,demographic
Gujarat,Kheda,2025-10,72,989,demographic
Gujarat,Kheda,2025-11,87,1041,demographic
Gujarat,Kheda,2025-12,105,1261,demographic
Gujarat,Mahesana,2025-01,2397,12769,demographic
Gujarat,Mahesana,2025-02,64,765,demographic
Gujarat,Mahesana,2025-03,111,801,demographic
Gujarat,Mahesana,2025-04,100,964,demographic
Gujarat,Mahesana,2025-05,64,491,demographic
Gujarat,Mahesana,2025-06,102,654,demographic
Gujarat,Mahesana,2025-07,76,346,demographic
Gujarat,Mahesana,2025-08,139,951,demographic
Gujarat,Mahesana,2025-09,85,737,demographic
Gujarat,Mahesana,2025-10,96,735,demographic
Gujarat,Mahesana,2025-11,94,864,demographic
Gujarat,Mahesana,2025-12,127,1172,demographic
Gujarat,Mahisagar,2025-01,196,1509,demographic
Gujarat,Mahisagar,2025-02,20,146,demographic
Gujarat,Mahisagar,2025-03,32,164,demographic
Gujarat,Mahisagar,2025-04,18,144,demographic
Gujarat,Mahisagar,2025-05,16,99,demographic
Gujarat,Mahisagar,2025-06,16,153,demographic
Gujarat,Mahisagar,2025-07,14,75,demographic
Gujarat,Mahisagar,2025-08,26,152,demographic
Gujarat,Mahisagar,2025-09,20,134,demographic
Gujarat,Mahisagar,2025-10,23,160,demographic
Gujarat,Mahisagar,2025-11,17,185,demographic
Gujarat,Mahisagar,2025-12,22,218,demographic
Gujarat,Morbi,2025-01,1157,5915,demographic
Gujarat,Morbi,2025-02,31,245,demographic
Gujarat,Morbi,2025-03,32,229,demographic
Gujarat,Morbi,2025-04,28,255,demographic
Gujarat,Morbi,2025-05,37,163,demographic
Gujarat,Morbi,2025-06,30,165,demographic
Gujarat,Morbi,2025-07,35,193,demographic
Gujarat,Morbi,2025-08,34,229,demographic
Gujarat,Morbi,2025-09,32,216,demographic
Gujarat,Morbi,2025-10,33,240,demographic
Gujarat,Morbi,2025-11,48,298,demographic
Gujarat,Morbi,2025-12,45,295,demographic
Gujarat,Narmada,2025-01,1248,4418,demographic
Gujarat,Narmada,2025-02,29,228,demographic
Gujarat,Narmada,2025-03,48,193,demographic
Gujarat,Narmada,2025-04,43,219,demographic
Gujarat,Narmada,2025-05,19,102,demographic
Gujarat,Narmada,2025-06,25,142,demographic
Gujarat,Narmada,2025-07,40,95,demographic
Gujarat,Narmada,2025-08,52,309,demographic
Gujarat,Narmada,2025-09,32,238,demographic
Gujarat,Narmada,2025-10,34,233,demographic
Gujarat,Narmada,2025-11,38,237,demographic
Gujarat,Narmada,2025-12,52,221,demographic
Gujarat,Navsari,2025-01,1824,5626,demographic
Gujarat,Navsari,2025-02,54,501,demographic
Gujarat,Navsari,2025-03,74,522,demographic
Gujarat,Navsari,2025-04,78,513,demographic
Gujarat,Navsari,2025-05,42,297,demographic
Gujarat,Navsari,2025-06,79,335,demographic
Gujarat,Navsari,2025-07,37,307,demographic
Gujarat,Navsari,2025-08,73,624,demographic
Gujarat,Navsari,2025-09,83,498,demographic
Gujarat,Navsari,2025-10,66,503,demographic
