state,district,month,bio_age_5_17,bio_age_17_,dataset
Bihar,Bhagalpur,2025-08,785,888,biometric
Bihar,Bhagalpur,2025-09,1018,1380,biometric
Bihar,Bhagalpur,2025-10,887,1192,biometric
Bihar,Bhagalpur,2025-11,958,1272,biometric
Bihar,Bhagalpur,2025-12,736,1015,biometric
Bihar,Bhojpur,2025-01,26077,38997,biometric
Bihar,Bhojpur,2025-02,563,737,biometric
Bihar,Bhojpur,2025-03,566,858,biometric
Bihar,Bhojpur,2025-04,407,621,biometric
Bihar,Bhojpur,2025-05,306,425,biometric
Bihar,Bhojpur,2025-06,571,768,biometric
Bihar,Bhojpur,2025-07,254,432,biometric
Bihar,Bhojpur,2025-08,340,452,biometric
Bihar,Bhojpur,2025-09,586,785,biometric
Bihar,Bhojpur,2025-10,601,881,biometric
Bihar,Bhojpur,2025-11,562,905,biometric
Bihar,Bhojpur,2025-12,521,755,biometric
Bihar,Buxar,2025-01,17000,20830,biometric
Bihar,Buxar,2025-02,362,465,biometric
Bihar,Buxar,2025-03,348,551,biometric
Bihar,Buxar,2025-04,270,421,biometric
Bihar,Buxar,2025-05,188,293,biometric
Bihar,Buxar,2025-06,330,498,biometric
Bihar,Buxar,2025-07,157,234,biometric
Bihar,Buxar,2025-08,232,293,biometric
Bihar,Buxar,2025-09,351,472,biometric
Bihar,Buxar,2025-10,315,456,biometric
Bihar,Buxar,2025-11,367,517,biometric
Bihar,Buxar,2025-12,364,504,biometric
Bihar,Darbhanga,2025-01,66159,72518,biometric
Bihar,Darbhanga,2025-02,1204,2153,biometric
Bihar,Darbhanga,2025-03,1228,2320,biometric
Bihar,Darbhanga,2025-04,878,1646,biometric
Bihar,Darbhanga,2025-05,676,1412,biometric
Bihar,Darbhanga,2025-06,1176,2274,biometric
Bihar,Darbhanga,2025-07,520,922,biometric
Bihar,Darbhanga,2025-08,816,1332,biometric
Bihar,Darbhanga,2025-09,1261,2063,biometric
Bihar,Darbhanga,2025-10,1143,2108,biometric
Bihar,Darbhanga,2025-11,1260,2207,biometric
Bihar,Darbhanga,2025-12,1233,2135,biometric
Bihar,East Champaran,2025-01,66824,73986,biometric
Bihar,East Champaran,2025-02,1466,2068,biometric
Bihar,East Champaran,2025-03,1456,2123,biometric
Bihar,East Champaran,2025-04,1097,1603,biometric
Bihar,East Champaran,2025-05,622,1017,biometric
Bihar,East Champaran,2025-06,1393,2076,biometric
Bihar,East Champaran,2025-07,727,1137,biometric
Bihar,East Champaran,2025-08,1098,1524,biometric
Bihar,East Champaran,2025-09,1575,2273,biometric
Bihar,East Champaran,2025-10,1206,1892,biometric
Bihar,East Champaran,2025-11,1286,2074,biometric
Bihar,East Champaran,2025-12,1125,1724,biometric
Bihar,Gaya,2025-01,64762,67015,biometric
Bihar,Gaya,2025-02,937,1483,biometric
Bihar,Gaya,2025-03,979,1762,biometric
Bihar,Gaya,2025-04,736,1158,biometric
Bihar,Gaya,2025-05,612,962,biometric
Bihar,Gaya,2025-06,1188,1729,biometric
Bihar,Gaya,2025-07,535,847,biometric
Bihar,Gaya,2025-08,689,1092,biometric
Bihar,Gaya,2025-09,1136,1650,biometric
Bihar,Gaya,2025-10,883,1253,biometric
Bihar,Gaya,2025-11,959,1568,biometric
Bihar,Gaya,2025-12,784,1325,biometric
Bihar,Gopalganj,2025-01,33487,36508,biometric
Bihar,Gopalganj,2025-02,601,920,biometric
Bihar,Gopalganj,2025-03,639,977,biometric
Bihar,Gopalganj,2025-04,579,871,biometric
Bihar,Gopalganj,2025-05,313,529,biometric
Bihar,Gopalganj,2025-06,561,854,biometric
Bihar,Gopalganj,2025-07,308,489,biometric
Bihar,Gopalganj,2025-08,410,565,biometric
Bihar,Gopalganj,2025-09,616,890,biometric
Bihar,Gopalganj,2025-10,557,893,biometric
Bihar,Gopalganj,2025-11,617,888,biometric
Bihar,Gopalganj,2025-12,604,885,biometric
Bihar,Jamui,2025-01,28608,22762,biometric
Bihar,Jamui,2025-02,616,586,biometric
Bihar,Jamui,2025-03,626,631,biometric
Bihar,Jamui,2025-04,409,425,biometric
Bihar,Jamui,2025-05,349,359,biometric
Bihar,Jamui,2025-06,685,690,biometric
Bihar,Jamui,2025-07,347,300,biometric
Bihar,Jamui,2025-08,585,419,biometric
Bihar,Jamui,2025-09,869,567,biometric
Bihar,Jamui,2025-10,690,495,biometric
Bihar,Jamui,2025-11,842,555,biometric
Bihar,Jamui,2025-12,837,450,biometric
Bihar,Jehanabad,2025-01,10761,13675,biometric
Bihar,Jehanabad,2025-02,247,385,biometric
Bihar,Jehanabad,2025-03,266,403,biometric
Bihar,Jehanabad,2025-04,143,263,biometric
Bihar,Jehanabad,2025-05,128,225,biometric
Bihar,Jehanabad,2025-06,254,434,biometric
Bihar,Jehanabad,2025-07,127,195,biometric
Bihar,Jehanabad,2025-08,142,265,biometric
Bihar,Jehanabad,2025-09,210,367,biometric
Bihar,Jehanabad,2025-10,187,361,biometric
Bihar,Jehanabad,2025-11,217,394,biometric
Bihar,Jehanabad,2025-12,177,316,biometric
Bihar,Kaimur (Bhabua),2025-01,26083,26766,biometric
Bihar,Kaimur (Bhabua),2025-02,492,583,biometric
Bihar,Kaimur (Bhabua),2025-03,565,766,biometric
Bihar,Kaimur (Bhabua),2025-04,404,506,biometric
Bihar,Kaimur (Bhabua),2025-05,286,404,biometric
Bihar,Kaimur (Bhabua),2025-06,653,699,biometric
Bihar,Kaimur (Bhabua),2025-07,241,335,biometric
Bihar,Kaimur (Bhabua),2025-08,366,461,biometric
Bihar,Kaimur (Bhabua),2025-09,586,644,biometric
Bihar,Kaimur (Bhabua),2025-10,407,527,biometric
Bihar,Kaimur (Bhabua),2025-11,455,677,biometric
Bihar,Kaimur (Bhabua),2025-12,403,505,biometric
Bihar,Katihar,2025-01,70035,72273,biometric
Bihar,Katihar,2025-02,1137,1973,biometric
Bihar,Katihar,2025-03,1270,2253,biometric
Bihar,Katihar,2025-04,966,1791,biometric
Bihar,Katihar,2025-05,557,1224,biometric
Bihar,Katihar,2025-06,1316,2521,biometric
Bihar,Katihar,2025-07,563,1038,biometric
Bihar,Katihar,2025-08,950,1680,biometric
Bihar,Katihar,2025-09,1281,2184,biometric
Bihar,Katihar,2025-10,1068,1987,biometric
Bihar,Katihar,2025-11,1241,2195,biometric
Bihar,Katihar,2025-12,995,1656,biometric
Bihar,Khagaria,2025-01,26518,26726,biometric
Bihar,Khagaria,2025-02,560,720,biometric
Bihar,Khagaria,2025-03,507,685,biometric
Bihar,Khagaria,2025-04,430,547,biometric
Bihar,Khagaria,2025-05,273,391,biometric
Bihar,Khagaria,2025-06,546,697,biometric
Bihar,Khagaria,2025-07,258,299,biometric
Bihar,Khagaria,2025-08,390,375,biometric
Bihar,Khagaria,2025-09,466,657,biometric
Bihar,Khagaria,2025-10,380,582,biometric
Bihar,Khagaria,2025-11,562,742,biometric
Bihar,Khagaria,2025-12,544,721,biometric
Bihar,Kishanganj,2025-01,34518,46376,biometric
Bihar,Kishanganj,2025-02,617,1629,biometric
Bihar,Kishanganj,2025-03,667,1995,biometric
Bihar,Kishanganj,2025-04,693,2148,biometric
Bihar,Kishanganj,2025-05,399,1196,biometric
Bihar,Kishanganj,2025-06,730,2318,biometric
Bihar,Kishanganj,2025-07,316,1025,biometric
Bihar,Kishanganj,2025-08,627,1629,biometric
Bihar,Kishanganj,2025-09,684,1886,biometric
Bihar,Kishanganj,2025-10,547,1688,biometric
Bihar,Kishanganj,2025-11,611,1683,biometric
Bihar,Kishanganj,2025-12,625,1316,biometric
Bihar,Lakhisarai,2025-01,15446,16781,biometric
Bihar,Lakhisarai,2025-02,338,514,biometric
Bihar,Lakhisarai,2025-03,321,490,biometric
Bihar,Lakhisarai,2025-04,230,315,biometric
Bihar,Lakhisarai,2025-05,177,254,biometric
Bihar,Lakhisarai,2025-06,319,400,biometric
Bihar,Lakhisarai,2025-07,139,215,biometric
Bihar,Lakhisarai,2025-08,240,285,biometric
Bihar,Lakhisarai,2025-09,337,433,biometric
Bihar,Lakhisarai,2025-10,283,396,biometric
Bihar,Lakhisarai,2025-11,353,485,biometric
Bihar,Lakhisarai,2025-12,341,484,biometric
Bihar,Madhepura,2025-01,36597,41518,biometric
Bihar,Madhepura,2025-02,696,1116,biometric
Bihar,Madhepura,2025-03,691,1258,biometric
Bihar,Madhepura,2025-04,550,931,biometric
Bihar,Madhepura,2025-05,349,695,biometric
Bihar,Madhepura,2025-06,671,1184,biometric
Bihar,Madhepura,2025-07,267,531,biometric
Bihar,Madhepura,2025-08,461,705,biometric
Bihar,Madhepura,2025-09,655,996,biometric
Bihar,Madhepura,2025-10,549,943,biometric
Bihar,Madhepura,2025-11,684,1217,biometric
Bihar,Madhepura,2025-12,664,1120,biometric
Bihar,Madhubani,2025-01,77459,83886,biometric
Bihar,Madhubani,2025-02,1445,2025,biometric
Bihar,Madhubani,2025-03,1282,2093,biometric
Bihar,Madhubani,2025-04,1082,1706,biometric
Bihar,Madhubani,2025-05,894,1399,biometric
Bihar,Madhubani,2025-06,1497,2264,biometric
Bihar,Madhubani,2025-07,723,1129,biometric
Bihar,Madhubani,2025-08,958,1468,biometric
Bihar,Madhubani,2025-09,1492,2192,biometric
Bihar,Madhubani,2025-10,1181,1814,biometric
Bihar,Madhubani,2025-11,1394,2070,biometric
Bihar,Madhubani,2025-12,1187,1694,biometric
Bihar,Monghyr,2025-01,0,7,biometric
Bihar,Monghyr,2025-02,1,2,biometric
Bihar,Monghyr,2025-03,0,6,biometric
Bihar,Monghyr,2025-04,0,5,biometric
Bihar,Monghyr,2025-05,0,5,biometric
Bihar,Monghyr,2025-06,0,7,biometric
Bihar,Monghyr,2025-08,0,1,biometric
Bihar,Monghyr,2025-09,0,2,biometric
Bihar,Monghyr,2025-10,0,6,biometric
Bihar,Monghyr,2025-11,0,4,biometric
Bihar,Monghyr,2025-12,0,6,biometric
Bihar,Munger,2025-01,14825,18585,biometric
Bihar,Munger,2025-02,308,451,biometric
Bihar,Munger,2025-03,345,511,biometric
Bihar,Munger,2025-04,237,346,biometric
Bihar,Munger,2025-05,148,292,biometric
Bihar,Munger,2025-06,329,488,biometric
Bihar,Munger,2025-07,122,183,biometric
Bihar,Munger,2025-08,281,363,biometric
Bihar,Munger,2025-09,319,489,biometric
Bihar,Munger,2025-10,281,476,biometric
Bihar,Munger,2025-11,297,550,biometric
Bihar,Munger,2025-12,345,523,biometric
Bihar,Muzaffarpur,2025-01,66859,74136,biometric
Bihar,Muzaffarpur,2025-02,1333,1947,biometric
Bihar,Muzaffarpur,2025-03,1275,1946,biometric
Bihar,Muzaffarpur,2025-04,972,1428,biometric
Bihar,Muzaffarpur,2025-05,723,1164,biometric
Bihar,Muzaffarpur,2025-06,1175,1932,biometric
Bihar,Muzaffarpur,2025-07,567,866,biometric
Bihar,Muzaffarpur,2025-08,713,1101,biometric
Bihar,Muzaffarpur,2025-09,1238,1843,biometric
Bihar,Muzaffarpur,2025-10,1044,1765,biometric
Bihar,Muzaffarpur,2025-11,1185,1988,biometric
Bihar,Muzaffarpur,2025-12,1198,1864,biometric
Bihar,Nalanda,2025-01,33979,45116,biometric
Bihar,Nalanda,2025-02,659,982,biometric
Bihar,Nalanda,2025-03,640,1029,biometric
Bihar,Nalanda,2025-04,497,753,biometric
Bihar,Nalanda,2025-05,367,526,biometric
Bihar,Nalanda,2025-06,717,1023,biometric
Bihar,Nalanda,2025-07,276,404,biometric
Bihar,Nalanda,2025-08,409,581,biometric
Bihar,Nalanda,2025-09,675,1012,biometric
Bihar,Nalanda,2025-10,584,906,biometric
Bihar,Nalanda,2025-11,739,1106,biometric
Bihar,Nalanda,2025-12,748,956,biometric
Bihar,Nawada,2025-01,27817,32070,biometric
Bihar,Nawada,2025-02,455,699,biometric
Bihar,Nawada,2025-03,463,698,biometric
Bihar,Nawada,2025-04,394,559,biometric
Bihar,Nawada,2025-05,311,466,biometric
Bihar,Nawada,2025-06,506,755,biometric
Bihar,Nawada,2025-07,279,377,biometric
Bihar,Nawada,2025-08,339,465,biometric
Bihar,Nawada,2025-09,512,801,biometric
Bihar,Nawada,2025-10,400,684,biometric
Bihar,Nawada,2025-11,461,742,biometric
Bihar,Nawada,2025-12,409,693,biometric
Bihar,Pashchim Champaran,2025-01,14,44,biometric
Bihar,Pashchim Champaran,2025-02,1,10,biometric
Bihar,Pashchim Champaran,2025-03,1,17,biometric
Bihar,Pashchim Champaran,2025-04,3,7,biometric
Bihar,Pashchim Champaran,2025-05,2,7,biometric
Bihar,Pashchim Champaran,2025-06,0,13,biometric
Bihar,Pashchim Champaran,2025-07,0,6,biometric
Bihar,Pashchim Champaran,2025-08,1,7,biometric
Bihar,Pashchim Champaran,2025-09,1,21,biometric
Bihar,Pashchim Champaran,2025-10,0,11,biometric
Bihar,Pashchim Champaran,2025-11,0,9,biometric
Bihar,Pashchim Champaran,2025-12,0,9,biometric
Bihar,Patna,2025-01,67479,76997,biometric
Bihar,Patna,2025-02,1109,1698,biometric
Bihar,Patna,2025-03,1302,2025,biometric
Bihar,Patna,2025-04,915,1475,biometric
Bihar,Patna,2025-05,674,1063,biometric
Bihar,Patna,2025-06,1282,1920,biometric
Bihar,Patna,2025-07,594,899,biometric
Bihar,Patna,2025-08,773,1111,biometric
Bihar,Patna,2025-09,1188,1850,biometric
Bihar,Patna,2025-10,1063,1526,biometric
Bihar,Patna,2025-11,1278,1885,biometric
Bihar,Patna,2025-12,1159,1762,biometric
Bihar,Purba Champaran,2025-01,3,7,biometric
Bihar,Purba Champaran,2025-02,2,10,biometric
Bihar,Purba Champaran,2025-03,1,13,biometric
Bihar,Purba Champaran,2025-04,0,8,biometric
Bihar,Purba Champaran,2025-05,1,4,biometric
Bihar,Purba Champaran,2025-06,0,13,biometric
Bihar,Purba Champaran,2025-07,1,8,biometric
Bihar,Purba Champaran,2025-08,1,7,biometric
Bihar,Purba Champaran,2025-09,0,6,biometric
Bihar,Purba Champaran,2025-10,0,7,biometric
Bihar,Purba Champaran,2025-11,0,18,biometric
Bihar,Purba Champaran,2025-12,0,7,biometric
Bihar,Purnea,2025-01,781,2299,biometric
Bihar,Purnea,2025-02,9,82,biometric
Bihar,Purnea,2025-03,10,88,biometric
Bihar,Purnea,2025-04,6,47,biometric
Bihar,Purnea,2025-05,9,39,biometric
Bihar,Purnea,2025-06,10,115,biometric
Bihar,Purnea,2025-07,8,41,biometric
Bihar,Purnea,2025-08,6,54,biometric
Bihar,Purnea,2025-09,12,91,biometric
Bihar,Purnea,2025-10,7,58,biometric
Bihar,Purnea,2025-11,9,76,biometric
Bihar,Purnea,2025-12,10,67,biometric
Bihar,Purnia,2025-01,81808,78348,biometric
Bihar,Purnia,2025-02,918,1694,biometric
Bihar,Purnia,2025-03,1195,2262,biometric
Bihar,Purnia,2025-04,862,1691,biometric
Bihar,Purnia,2025-05,682,1294,biometric
Bihar,Purnia,2025-06,1328,2531,biometric
Bihar,Purnia,2025-07,515,1036,biometric
Bihar,Purnia,2025-08,994,1711,biometric
Bihar,Purnia,2025-09,1322,2402,biometric
Bihar,Purnia,2025-10,1085,2134,biometric
Bihar,Purnia,2025-11,1139,2309,biometric
Bihar,Purnia,2025-12,1077,1916,biometric
Bihar,Rohtas,2025-01,33558,38567,biometric
Bihar,Rohtas,2025-02,745,1034,biometric
Bihar,Rohtas,2025-03,867,1219,biometric
Bihar,Rohtas,2025-04,529,795,biometric
Bihar,Rohtas,2025-05,396,629,biometric
Bihar,Rohtas,2025-06,810,1212,biometric
Bihar,Rohtas,2025-07,333,580,biometric
Bihar,Rohtas,2025-08,571,813,biometric
Bihar,Rohtas,2025-09,827,1121,biometric
Bihar,Rohtas,2025-10,623,990,biometric
Bihar,Rohtas,2025-11,755,1194,biometric
Bihar,Rohtas,2025-12,552,822,biometric
Bihar,Saharsa,2025-01,29099,47153,biometric
Bihar,Saharsa,2025-02,541,1227,biometric
Bihar,Saharsa,2025-03,658,1547,biometric
Bihar,Saharsa,2025-04,523,1065,biometric
Bihar,Saharsa,2025-05,320,747,biometric
Bihar,Saharsa,2025-06,598,1541,biometric
Bihar,Saharsa,2025-07,228,628,biometric
Bihar,Saharsa,2025-08,408,935,biometric
Bihar,Saharsa,2025-09,636,1437,biometric
Bihar,Saharsa,2025-10,581,1417,biometric
Bihar,Saharsa,2025-11,670,1636,biometric
Bihar,Saharsa,2025-12,602,1425,biometric
Bihar,Samastipur,2025-01,67479,71124,biometric
Bihar,Samastipur,2025-02,1183,1530,biometric
Bihar,Samastipur,2025-03,1287,1857,biometric
Bihar,Samastipur,2025-04,998,1451,biometric
Bihar,Samastipur,2025-05,708,1017,biometric
Bihar,Samastipur,2025-06,1202,1643,biometric
Bihar,Samastipur,2025-07,613,931,biometric
Bihar,Samastipur,2025-08,790,1127,biometric
Bihar,Samastipur,2025-09,1110,1641,biometric
Bihar,Samastipur,2025-10,962,1341,biometric
Bihar,Samastipur,2025-11,1195,1714,biometric
Bihar,Samastipur,2025-12,1307,1808,biometric
Bihar,Samstipur,2025-01,2,9,biometric
Bihar,Samstipur,2025-02,2,5,biometric
Bihar,Samstipur,2025-03,1,8,biometric
Bihar,Samstipur,2025-04,0,13,biometric
Bihar,Samstipur,2025-05,0,8,biometric
Bihar,Samstipur,2025-06,0,6,biometric
Bihar,Samstipur,2025-07,0,4,biometric
Bihar,Samstipur,2025-08,1,3,biometric
Bihar,Samstipur,2025-09,0,9,biometric
Bihar,Samstipur,2025-10,0,9,biometric
Bihar,Samstipur,2025-11,2,10,biometric
Bihar,Samstipur,2025-12,0,12,biometric
Bihar,Saran,2025-01,41558,53741,biometric
Bihar,Saran,2025-02,885,1232,biometric
Bihar,Saran,2025-03,939,1450,biometric
Bihar,Saran,2025-04,733,1143,biometric
Bihar,Saran,2025-05,537,915,biometric
Bihar,Saran,2025-06,958,1508,biometric
Bihar,Saran,2025-07,442,722,biometric
Bihar,Saran,2025-08,617,924,biometric
Bihar,Saran,2025-09,890,1419,biometric
Bihar,Saran,2025-10,859,1275,biometric
Bihar,Saran,2025-11,1012,1606,biometric
Bihar,Saran,2025-12,945,1461,biometric
Bihar,Sheikhpura,2025-01,9917,14453,biometric
Bihar,Sheikhpura,2025-02,237,373,biometric
Bihar,Sheikhpura,2025-03,314,503,biometric
Bihar,Sheikhpura,2025-04,245,303,biometric
Bihar,Sheikhpura,2025-05,155,256,biometric
Bihar,Sheikhpura,2025-06,402,468,biometric
Bihar,Sheikhpura,2025-07,129,242,biometric
Bihar,Sheikhpura,2025-08,354,307,biometric
Bihar,Sheikhpura,2025-09,488,396,biometric
Bihar,Sheikhpura,2025-10,267,327,biometric
Bihar,Sheikhpura,2025-11,370,480,biometric
Bihar,Sheikhpura,2025-12,336,419,biometric
Bihar,Sheikpura,2025-01,0,5,biometric
Bihar,Sheikpura,2025-02,0,5,biometric
Bihar,Sheikpura,2025-03,1,3,biometric
Bihar,Sheikpura,2025-04,0,2,biometric
Bihar,Sheikpura,2025-05,0,1,biometric
Bihar,Sheikpura,2025-06,1,7,biometric
Bihar,Sheikpura,2025-07,0,1,biometric
Bihar,Sheikpura,2025-08,0,4,biometric
Bihar,Sheikpura,2025-09,0,7,biometric
Bihar,Sheikpura,2025-10,0,12,biometric
Bihar,Sheikpura,2025-11,0,7,biometric
Bihar,Sheikpura,2025-12,0,8,biometric
Bihar,Sheohar,2025-01,8759,12646,biometric
Bihar,Sheohar,2025-02,221,337,biometric
Bihar,Sheohar,2025-03,231,449,biometric
Bihar,Sheohar,2025-04,183,271,biometric
Bihar,Sheohar,2025-05,103,176,biometric
Bihar,Sheohar,2025-06,207,339,biometric
Bihar,Sheohar,2025-07,110,193,biometric
Bihar,Sheohar,2025-08,138,219,biometric
Bihar,Sheohar,2025-09,226,402,biometric
Bihar,Sheohar,2025-10,191,246,biometric
Bihar,Sheohar,2025-11,210,343,biometric
Bihar,Sheohar,2025-12,198,284,biometric
Bihar,Sitamarhi,2025-01,59905,62694,biometric
Bihar,Sitamarhi,2025-02,1288,1648,biometric
Bihar,Sitamarhi,2025-03,1315,1933,biometric
Bihar,Sitamarhi,2025-04,1015,1410,biometric
Bihar,Sitamarhi,2025-05,584,902,biometric
Bihar,Sitamarhi,2025-06,1223,1767,biometric
Bihar,Sitamarhi,2025-07,641,924,biometric
Bihar,Sitamarhi,2025-08,803,1135,biometric
Bihar,Sitamarhi,2025-09,1276,1847,biometric
Bihar,Sitamarhi,2025-10,896,1390,biometric
Bihar,Sitamarhi,2025-11,1055,1676,biometric
Bihar,Sitamarhi,2025-12,975,1443,biometric
Bihar,Siwan,2025-01,35515,44588,biometric
Bihar,Siwan,2025-02,825,1305,biometric
Bihar,Siwan,2025-03,859,1461,biometric
Bihar,Siwan,2025-04,622,1191,biometric
Bihar,Siwan,2025-05,422,695,biometric
Bihar,Siwan,2025-06,835,1254,biometric
Bihar,Siwan,2025-07,386,616,biometric
Bihar,Siwan,2025-08,542,893,biometric
Bihar,Siwan,2025-09,795,1254,biometric
Bihar,Siwan,2025-10,658,1191,biometric
Bihar,Siwan,2025-11,872,1405,biometric
Bihar,Siwan,2025-12,747,1245,biometric
Bihar,Supaul,2025-01,32236,42602,biometric
Bihar,Supaul,2025-02,617,1006,biometric
Bihar,Supaul,2025-03,595,1092,biometric
Bihar,Supaul,2025-04,426,787,biometric
Bihar,Supaul,2025-05,378,605,biometric
Bihar,Supaul,2025-06,737,1205,biometric
Bihar,Supaul,2025-07,316,593,biometric
Bihar,Supaul,2025-08,407,692,biometric
Bihar,Supaul,2025-09,676,1148,biometric
Bihar,Supaul,2025-10,514,932,biometric
Bihar,Supaul,2025-11,598,1043,biometric
Bihar,Supaul,2025-12,529,837,biometric
Bihar,Vaishali,2025-01,49919,63529,biometric
Bihar,Vaishali,2025-02,969,1363,biometric
Bihar,Vaishali,2025-03,1107,1651,biometric
Bihar,Vaishali,2025-04,758,1208,biometric
Bihar,Vaishali,2025-05,541,895,biometric
Bihar,Vaishali,2025-06,991,1494,biometric
Bihar,Vaishali,2025-07,438,655,biometric
Bihar,Vaishali,2025-08,685,952,biometric
Bihar,Vaishali,2025-09,939,1473,biometric
Bihar,Vaishali,2025-10,878,1445,biometric
Bihar,Vaishali,2025-11,1048,1669,biometric
Bihar,Vaishali,2025-12,997,1701,biometric
Bihar,West Champaran,2025-01,51913,57916,biometric
Bihar,West Champaran,2025-02,1041,1488,biometric
Bihar,West Champaran,2025-03,1075,1704,biometric
Bihar,West Champaran,2025-04,887,1301,biometric
Bihar,West Champaran,2025-05,628,986,biometric
Bihar,West Champaran,2025-06,1138,1672,biometric
Bihar,West Champaran,2025-07,640,963,biometric
Bihar,West Champaran,2025-08,687,1061,biometric
Bihar,West Champaran,2025-09,1157,1664,biometric
Bihar,West Champaran,2025-10,754,1258,biometric
Bihar,West Champaran,2025-11,968,1667,biometric
Bihar,West Champaran,2025-12,811,1208,biometric
Chandigarh,Chandigarh,2025-01,41560,17935,biometric
Chandigarh,Chandigarh,2025-02,481,308,biometric
Chandigarh,Chandigarh,2025-03,356,344,biometric
Chandigarh,Chandigarh,2025-04,269,262,biometric
Chandigarh,Chandigarh,2025-05,260,297,biometric
Chandigarh,Chandigarh,2025-06,305,271,biometric
Chandigarh,Chandigarh,2025-07,169,206,biometric
Chandigarh,Chandigarh,2025-08,183,239,biometric
Chandigarh,Chandigarh,2025-09,278,355,biometric
Chandigarh,Chandigarh,2025-10,269,293,biometric
Chandigarh,Chandigarh,2025-11,326,380,biometric
Chandigarh,Chandigarh,2025-12,294,322,biometric
Chandigarh,Mohali,2025-03,1,0,biometric
Chandigarh,Mohali,2025-08,0,1,biometric
Chandigarh,Mohali,2025-12,0,2,biometric
Chandigarh,Rupnagar,2025-01,0,1,biometric
Chandigarh,Rupnagar,2025-02,0,1,biometric
Chandigarh,Rupnagar,2025-05,0,1,biometric
Chandigarh,Rupnagar,2025-08,0,2,biometric
Chandigarh,Rupnagar,2025-09,1,0,biometric
Chandigarh,Rupnagar,2025-10,0,1,biometric
Chandigarh,Rupnagar,2025-11,0,1,biometric
Chhatisgarh,Raipur,2025-08,0,1,biometric
Chhatisgarh,Raipur,2025-11,0,1,biometric
Chhatisgarh,Raipur,2025-12,1,0,biometric
Chhattisgarh,Balod,2025-01,9933,36736,biometric
Chhattisgarh,Balod,2025-02,831,836,biometric
Chhattisgarh,Balod,2025-03,861,801,biometric
Chhattisgarh,Balod,2025-04,867,531,biometric
Chhattisgarh,Balod,2025-05,628,378,biometric
Chhattisgarh,Balod,2025-06,733,688,biometric
Chhattisgarh,Balod,2025-07,612,326,biometric
Chhattisgarh,Balod,2025-08,562,554,biometric
Chhattisgarh,Balod,2025-09,802,877,biometric
Chhattisgarh,Balod,2025-10,594,828,biometric
Chhattisgarh,Balod,2025-11,763,873,biometric
Chhattisgarh,Balod,2025-12,583,812,biometric
Chhattisgarh,Baloda Bazar,2025-01,18707,61494,biometric
Chhattisgarh,Baloda Bazar,2025-02,1573,1104,biometric
