state,district,month,bio_age_5_17,bio_age_17_
Chhattisgarh,Sarangarh Bilaigarh,2025-12,3,37
Chhattisgarh,Sukma,2025-01,5638,10295
Chhattisgarh,Sukma,2025-02,503,278
Chhattisgarh,Sukma,2025-03,453,250
Chhattisgarh,Sukma,2025-04,441,258
Chhattisgarh,Sukma,2025-05,292,165
Chhattisgarh,Sukma,2025-06,294,178
Chhattisgarh,Sukma,2025-07,236,105
Chhattisgarh,Sukma,2025-08,271,234
Chhattisgarh,Sukma,2025-09,553,317
Chhattisgarh,Sukma,2025-10,314,162
Chhattisgarh,Sukma,2025-11,474,252
Chhattisgarh,Sukma,2025-12,435,233
Chhattisgarh,Surajpur,2025-01,7398,30444
Chhattisgarh,Surajpur,2025-02,386,794
Chhattisgarh,Surajpur,2025-03,387,768
Chhattisgarh,Surajpur,2025-04,238,380
Chhattisgarh,Surajpur,2025-05,271,460
Chhattisgarh,Surajpur,2025-06,488,600
Chhattisgarh,Surajpur,2025-07,251,308
Chhattisgarh,Surajpur,2025-08,564,495
Chhattisgarh,Surajpur,2025-09,712,780
Chhattisgarh,Surajpur,2025-10,675,626
Chhattisgarh,Surajpur,2025-11,850,736
Chhattisgarh,Surajpur,2025-12,939,663
Chhattisgarh,Surguja,2025-01,9544,33330
Chhattisgarh,Surguja,2025-02,636,800
Chhattisgarh,Surguja,2025-03,642,879
Chhattisgarh,Surguja,2025-04,428,568
Chhattisgarh,Surguja,2025-05,427,495
Chhattisgarh,Surguja,2025-06,645,830
Chhattisgarh,Surguja,2025-07,451,389
Chhattisgarh,Surguja,2025-08,695,694
Chhattisgarh,Surguja,2025-09,1010,928
Chhattisgarh,Surguja,2025-10,810,785
Chhattisgarh,Surguja,2025-11,1167,1061
Chhattisgarh,Surguja,2025-12,1057,974
Chhattisgarh,Uttar Bastar Kanker,2025-01,2341,14156
Chhattisgarh,Uttar Bastar Kanker,2025-02,238,565
Chhattisgarh,Uttar Bastar Kanker,2025-03,202,581
Chhattisgarh,Uttar Bastar Kanker,2025-04,147,328
Chhattisgarh,Uttar Bastar Kanker,2025-05,157,227
Chhattisgarh,Uttar Bastar Kanker,2025-06,154,368
Chhattisgarh,Uttar Bastar Kanker,2025-07,141,196
Chhattisgarh,Uttar Bastar Kanker,2025-08,167,328
Chhattisgarh,Uttar Bastar Kanker,2025-09,251,361
Chhattisgarh,Uttar Bastar Kanker,2025-10,236,363
Chhattisgarh,Uttar Bastar Kanker,2025-11,272,388
Chhattisgarh,Uttar Bastar Kanker,2025-12,254,429
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-01,28,245
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-02,2,15
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-03,4,9
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-04,1,7
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-05,3,3
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-06,1,4
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-07,1,7
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-08,4,8
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-09,1,9
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-10,2,10
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-11,2,12
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025-12,4,15
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-01,6098,11078
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-02,200,299
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-03,195,230
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-04,181,206
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-05,105,142
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-06,109,105
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-07,87,133
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-08,209,217
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-09,214,229
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-10,206,220
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-11,299,281
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025-12,363,290
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-01,446,1196
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-02,0,5
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-03,12,7
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-04,3,9
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-05,2,14
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-06,4,10
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-07,4,13
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-08,2,7
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-09,2,12
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-10,3,3
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-11,5,13
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-12,4,13
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-01,160,271
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-02,7,3
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-03,3,3
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-04,0,3
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-05,1,1
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-06,0,2
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-07,1,1
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-08,2,2
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-09,2,2
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-10,1,1
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-11,2,1
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-12,2,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-01,1,2
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-02,2,3
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-03,0,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-04,1,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-07,0,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-08,0,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-10,0,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-11,1,1
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-12,3,0
Daman & Diu,Daman,2025-01,250,715
Daman & Diu,Daman,2025-02,9,17
Daman & Diu,Daman,2025-03,5,18
Daman & Diu,Daman,2025-04,5,17
Daman & Diu,Daman,2025-05,6,19
Daman & Diu,Daman,2025-06,1,6
Daman & Diu,Daman,2025-07,4,8
Daman & Diu,Daman,2025-08,2,15
Daman & Diu,Daman,2025-09,1,7
Daman & Diu,Daman,2025-10,5,11
Daman & Diu,Daman,2025-11,7,16
Daman & Diu,Daman,2025-12,5,9
Daman & Diu,Diu,2025-01,85,345
Daman & Diu,Diu,2025-02,2,14
Daman & Diu,Diu,2025-03,1,12
Daman & Diu,Diu,2025-04,3,15
Daman & Diu,Diu,2025-05,5,12
Daman & Diu,Diu,2025-06,0,2
Daman & Diu,Diu,2025-07,5,9
Daman & Diu,Diu,2025-08,6,13
Daman & Diu,Diu,2025-09,0,9
Daman & Diu,Diu,2025-10,1,7
Daman & Diu,Diu,2025-11,1,16
Daman & Diu,Diu,2025-12,22,16
Daman And Diu,Daman,2025-01,1457,1032
Daman And Diu,Daman,2025-02,47,40
Daman And Diu,Daman,2025-03,40,23
Daman And Diu,Daman,2025-04,35,30
Daman And Diu,Daman,2025-05,15,21
Daman And Diu,Daman,2025-06,37,21
Daman And Diu,Daman,2025-07,26,11
Daman And Diu,Daman,2025-08,29,27
Daman And Diu,Daman,2025-09,26,12
Daman And Diu,Daman,2025-10,35,12
Daman And Diu,Daman,2025-11,41,34
Daman And Diu,Daman,2025-12,68,24
Daman And Diu,Diu,2025-01,1071,693
Daman And Diu,Diu,2025-02,30,11
Daman And Diu,Diu,2025-03,31,7
Daman And Diu,Diu,2025-04,42,12
Daman And Diu,Diu,2025-05,16,7
Daman And Diu,Diu,2025-06,6,3
Daman And Diu,Diu,2025-07,36,8
Daman And Diu,Diu,2025-08,14,11
Daman And Diu,Diu,2025-09,8,5
Daman And Diu,Diu,2025-10,33,6
Daman And Diu,Diu,2025-11,28,13
Daman And Diu,Diu,2025-12,76,12
Delhi,Central Delhi,2025-01,16420,22323
Delhi,Central Delhi,2025-02,338,318
Delhi,Central Delhi,2025-03,306,357
Delhi,Central Delhi,2025-04,207,270
Delhi,Central Delhi,2025-05,150,220
Delhi,Central Delhi,2025-06,328,350
Delhi,Central Delhi,2025-07,169,205
Delhi,Central Delhi,2025-08,290,342
Delhi,Central Delhi,2025-09,350,380
Delhi,Central Delhi,2025-10,295,368
Delhi,Central Delhi,2025-11,311,384
Delhi,Central Delhi,2025-12,305,353
Delhi,East Delhi,2025-01,37010,51621
Delhi,East Delhi,2025-02,809,830
Delhi,East Delhi,2025-03,734,818
Delhi,East Delhi,2025-04,626,637
Delhi,East Delhi,2025-05,453,507
Delhi,East Delhi,2025-06,733,776
Delhi,East Delhi,2025-07,517,498
Delhi,East Delhi,2025-08,535,693
Delhi,East Delhi,2025-09,604,796
Delhi,East Delhi,2025-10,624,700
Delhi,East Delhi,2025-11,723,823
Delhi,East Delhi,2025-12,698,804
Delhi,Najafgarh,2025-01,38,556
Delhi,Najafgarh,2025-02,0,8
Delhi,Najafgarh,2025-03,1,8
Delhi,Najafgarh,2025-04,0,13
Delhi,Najafgarh,2025-05,0,5
Delhi,Najafgarh,2025-06,0,9
Delhi,Najafgarh,2025-07,0,4
Delhi,Najafgarh,2025-08,1,13
Delhi,Najafgarh,2025-09,1,15
Delhi,Najafgarh,2025-10,0,4
Delhi,Najafgarh,2025-11,0,14
Delhi,Najafgarh,2025-12,1,11
Delhi,New Delhi,2025-01,1680,1473
Delhi,New Delhi,2025-02,31,18
Delhi,New Delhi,2025-03,31,31
Delhi,New Delhi,2025-04,45,24
Delhi,New Delhi,2025-05,7,18
Delhi,New Delhi,2025-06,40,28
Delhi,New Delhi,2025-07,19,16
Delhi,New Delhi,2025-08,28,19
Delhi,New Delhi,2025-09,29,24
Delhi,New Delhi,2025-10,31,20
Delhi,New Delhi,2025-11,31,30
Delhi,New Delhi,2025-12,36,24
Delhi,North Delhi,2025-01,17120,25282
Delhi,North Delhi,2025-02,368,385
Delhi,North Delhi,2025-03,341,446
Delhi,North Delhi,2025-04,288,338
Delhi,North Delhi,2025-05,174,256
Delhi,North Delhi,2025-06,388,445
Delhi,North Delhi,2025-07,174,283
Delhi,North Delhi,2025-08,283,346
Delhi,North Delhi,2025-09,356,420
Delhi,North Delhi,2025-10,370,433
Delhi,North Delhi,2025-11,358,459
Delhi,North Delhi,2025-12,406,444
Delhi,North East,2025-01,1680,34292
Delhi,North East,2025-02,33,494
Delhi,North East,2025-03,33,436
Delhi,North East,2025-04,29,413
Delhi,North East,2025-05,6,306
Delhi,North East,2025-06,41,479
Delhi,North East,2025-07,15,273
Delhi,North East,2025-08,30,382
Delhi,North East,2025-09,26,434
Delhi,North East,2025-10,28,438
Delhi,North East,2025-11,41,510
Delhi,North East,2025-12,33,480
Delhi,North East Delhi,2025-01,52716,46267
Delhi,North East Delhi,2025-02,983,786
Delhi,North East Delhi,2025-03,967,856
Delhi,North East Delhi,2025-04,788,723
Delhi,North East Delhi,2025-05,517,536
Delhi,North East Delhi,2025-06,1069,937
Delhi,North East Delhi,2025-07,489,504
Delhi,North East Delhi,2025-08,884,798
Delhi,North East Delhi,2025-09,931,810
Delhi,North East Delhi,2025-10,1013,776
Delhi,North East Delhi,2025-11,1057,910
Delhi,North East Delhi,2025-12,1133,930
Delhi,North West Delhi,2025-01,90881,144585
Delhi,North West Delhi,2025-02,1746,1845
Delhi,North West Delhi,2025-03,1707,2148
Delhi,North West Delhi,2025-04,1733,1934
Delhi,North West Delhi,2025-05,1096,1406
Delhi,North West Delhi,2025-06,1953,2053
Delhi,North West Delhi,2025-07,932,1151
Delhi,North West Delhi,2025-08,1558,1923
Delhi,North West Delhi,2025-09,1829,1966
Delhi,North West Delhi,2025-10,1825,1975
Delhi,North West Delhi,2025-11,2034,2278
Delhi,North West Delhi,2025-12,2126,2175
Delhi,Shahdara,2025-01,2154,4054
Delhi,Shahdara,2025-02,18,46
Delhi,Shahdara,2025-03,23,79
Delhi,Shahdara,2025-04,21,54
Delhi,Shahdara,2025-05,18,49
Delhi,Shahdara,2025-06,16,58
Delhi,Shahdara,2025-07,10,41
Delhi,Shahdara,2025-08,12,57
Delhi,Shahdara,2025-09,16,61
Delhi,Shahdara,2025-10,9,37
Delhi,Shahdara,2025-11,17,55
Delhi,Shahdara,2025-12,12,65
Delhi,South Delhi,2025-01,69549,96760
Delhi,South Delhi,2025-02,1136,1265
Delhi,South Delhi,2025-03,1059,1417
Delhi,South Delhi,2025-04,908,1083
Delhi,South Delhi,2025-05,602,802
Delhi,South Delhi,2025-06,1254,1300
Delhi,South Delhi,2025-07,618,806
Delhi,South Delhi,2025-08,985,1208
Delhi,South Delhi,2025-09,1151,1308
Delhi,South Delhi,2025-10,1119,1181
Delhi,South Delhi,2025-11,1255,1470
Delhi,South Delhi,2025-12,1149,1383
Delhi,South East Delhi,2025-01,202,254
Delhi,South East Delhi,2025-02,3,5
Delhi,South East Delhi,2025-03,0,4
Delhi,South East Delhi,2025-04,3,4
Delhi,South East Delhi,2025-05,1,1
Delhi,South East Delhi,2025-06,0,2
Delhi,South East Delhi,2025-07,0,2
Delhi,South East Delhi,2025-08,1,3
Delhi,South East Delhi,2025-09,3,5
Delhi,South East Delhi,2025-10,1,1
Delhi,South East Delhi,2025-11,1,2
Delhi,South East Delhi,2025-12,2,5
Delhi,South West Delhi,2025-01,46682,56696
Delhi,South West Delhi,2025-02,782,706
Delhi,South West Delhi,2025-03,777,842
Delhi,South West Delhi,2025-04,546,585
Delhi,South West Delhi,2025-05,315,464
Delhi,South West Delhi,2025-06,926,892
Delhi,South West Delhi,2025-07,425,451
Delhi,South West Delhi,2025-08,690,768
Delhi,South West Delhi,2025-09,888,789
Delhi,South West Delhi,2025-10,840,801
Delhi,South West Delhi,2025-11,964,962
Delhi,South West Delhi,2025-12,988,873
Delhi,West Delhi,2025-01,49782,79305
Delhi,West Delhi,2025-02,878,846
Delhi,West Delhi,2025-03,923,1162
Delhi,West Delhi,2025-04,786,935
Delhi,West Delhi,2025-05,462,595
Delhi,West Delhi,2025-06,1033,1043
Delhi,West Delhi,2025-07,465,561
Delhi,West Delhi,2025-08,759,930
Delhi,West Delhi,2025-09,944,964
Delhi,West Delhi,2025-10,942,1060
Delhi,West Delhi,2025-11,1063,1078
Delhi,West Delhi,2025-12,1142,1042
Goa,Bardez,2025-01,1,2
Goa,Bardez,2025-03,0,2
Goa,Bardez,2025-04,1,2
Goa,Bardez,2025-05,0,4
Goa,Bardez,2025-06,1,0
Goa,Bardez,2025-08,2,0
Goa,Bardez,2025-10,0,1
Goa,Bardez,2025-11,0,3
Goa,Bardez,2025-12,0,2
Goa,North Goa,2025-01,9593,13133
Goa,North Goa,2025-02,459,225
Goa,North Goa,2025-03,248,225
Goa,North Goa,2025-04,304,205
Goa,North Goa,2025-05,275,264
Goa,North Goa,2025-06,292,257
Goa,North Goa,2025-07,196,159
Goa,North Goa,2025-08,314,338
Goa,North Goa,2025-09,277,262
Goa,North Goa,2025-10,283,269
Goa,North Goa,2025-11,403,282
Goa,North Goa,2025-12,475,321
Goa,South Goa,2025-01,9566,10707
Goa,South Goa,2025-02,275,138
Goa,South Goa,2025-03,204,139
Goa,South Goa,2025-04,294,194
Goa,South Goa,2025-05,243,183
Goa,South Goa,2025-06,215,135
Goa,South Goa,2025-07,137,100
Goa,South Goa,2025-08,198,153
Goa,South Goa,2025-09,218,167
Goa,South Goa,2025-10,292,183
Goa,South Goa,2025-11,312,177
Goa,South Goa,2025-12,317,223
Gujarat,Ahmadabad,2025-01,528,7593
Gujarat,Ahmadabad,2025-02,21,384
Gujarat,Ahmadabad,2025-03,14,316
Gujarat,Ahmadabad,2025-04,19,290
Gujarat,Ahmadabad,2025-05,11,231
Gujarat,Ahmadabad,2025-06,20,238
Gujarat,Ahmadabad,2025-07,10,250
Gujarat,Ahmadabad,2025-08,13,325
Gujarat,Ahmadabad,2025-09,19,256
Gujarat,Ahmadabad,2025-10,20,266
Gujarat,Ahmadabad,2025-11,20,331
Gujarat,Ahmadabad,2025-12,23,355
Gujarat,Ahmedabad,2025-01,115320,174021
Gujarat,Ahmedabad,2025-02,3302,3479
Gujarat,Ahmedabad,2025-03,2014,2825
Gujarat,Ahmedabad,2025-04,2284,2881
Gujarat,Ahmedabad,2025-05,1682,2100
Gujarat,Ahmedabad,2025-06,1749,2212
Gujarat,Ahmedabad,2025-07,1602,2250
Gujarat,Ahmedabad,2025-08,2204,3169
Gujarat,Ahmedabad,2025-09,1514,2335
Gujarat,Ahmedabad,2025-10,1908,2717
Gujarat,Ahmedabad,2025-11,2530,3229
Gujarat,Ahmedabad,2025-12,2264,3308
Gujarat,Amreli,2025-01,24634,23997
Gujarat,Amreli,2025-02,534,539
Gujarat,Amreli,2025-03,365,478
Gujarat,Amreli,2025-04,400,488
Gujarat,Amreli,2025-05,315,294
Gujarat,Amreli,2025-06,334,347
Gujarat,Amreli,2025-07,308,429
Gujarat,Amreli,2025-08,468,565
Gujarat,Amreli,2025-09,305,390
Gujarat,Amreli,2025-10,379,509
Gujarat,Amreli,2025-11,446,517
Gujarat,Amreli,2025-12,546,525
Gujarat,Anand,2025-01,36530,45880
Gujarat,Anand,2025-02,860,885
Gujarat,Anand,2025-03,548,737
Gujarat,Anand,2025-04,571,701
Gujarat,Anand,2025-05,537,516
Gujarat,Anand,2025-06,322,377
Gujarat,Anand,2025-07,351,559
Gujarat,Anand,2025-08,649,826
Gujarat,Anand,2025-09,587,678
Gujarat,Anand,2025-10,530,646
Gujarat,Anand,2025-11,748,869
Gujarat,Anand,2025-12,714,906
Gujarat,Arvalli,2025-01,13473,7190
Gujarat,Arvalli,2025-02,299,178
Gujarat,Arvalli,2025-03,228,155
Gujarat,Arvalli,2025-04,223,146
Gujarat,Arvalli,2025-05,186,107
Gujarat,Arvalli,2025-06,127,77
Gujarat,Arvalli,2025-07,124,102
Gujarat,Arvalli,2025-08,268,200
Gujarat,Arvalli,2025-09,205,137
Gujarat,Arvalli,2025-10,226,123
Gujarat,Arvalli,2025-11,328,185
Gujarat,Arvalli,2025-12,265,159
Gujarat,Banas Kantha,2025-01,13,124
Gujarat,Banas Kantha,2025-02,2,21
Gujarat,Banas Kantha,2025-03,0,15
Gujarat,Banas Kantha,2025-04,2,22
Gujarat,Banas Kantha,2025-05,2,14
Gujarat,Banas Kantha,2025-06,1,13
Gujarat,Banas Kantha,2025-07,3,13
Gujarat,Banas Kantha,2025-08,3,5
Gujarat,Banas Kantha,2025-09,1,10
Gujarat,Banas Kantha,2025-10,0,14
Gujarat,Banas Kantha,2025-11,5,18
Gujarat,Banas Kantha,2025-12,1,26
Gujarat,Banaskantha,2025-01,48340,51894
Gujarat,Banaskantha,2025-02,1884,1591
Gujarat,Banaskantha,2025-03,1130,1064
Gujarat,Banaskantha,2025-04,1200,1157
Gujarat,Banaskantha,2025-05,1078,873
Gujarat,Banaskantha,2025-06,667,690
Gujarat,Banaskantha,2025-07,548,668
Gujarat,Banaskantha,2025-08,951,922
Gujarat,Banaskantha,2025-09,763,848
Gujarat,Banaskantha,2025-10,720,914
Gujarat,Banaskantha,2025-11,1279,1337
Gujarat,Banaskantha,2025-12,1182,1338
Gujarat,Bharuch,2025-01,25331,27195
Gujarat,Bharuch,2025-02,809,567
Gujarat,Bharuch,2025-03,516,506
Gujarat,Bharuch,2025-04,451,426
Gujarat,Bharuch,2025-05,517,327
Gujarat,Bharuch,2025-06,299,240
Gujarat,Bharuch,2025-07,391,344
Gujarat,Bharuch,2025-08,600,551
Gujarat,Bharuch,2025-09,385,403
Gujarat,Bharuch,2025-10,416,393
Gujarat,Bharuch,2025-11,670,495
Gujarat,Bharuch,2025-12,750,603
Gujarat,Bhavnagar,2025-01,48125,55192
Gujarat,Bhavnagar,2025-02,1123,1058
Gujarat,Bhavnagar,2025-03,715,880
Gujarat,Bhavnagar,2025-04,751,901
Gujarat,Bhavnagar,2025-05,614,632
Gujarat,Bhavnagar,2025-06,666,719
Gujarat,Bhavnagar,2025-07,614,762
Gujarat,Bhavnagar,2025-08,889,1154
Gujarat,Bhavnagar,2025-09,516,713
Gujarat,Bhavnagar,2025-10,680,845
Gujarat,Bhavnagar,2025-11,823,939
Gujarat,Bhavnagar,2025-12,892,1077
Gujarat,Botad,2025-01,7582,4335
Gujarat,Botad,2025-02,132,73
Gujarat,Botad,2025-03,90,67
Gujarat,Botad,2025-04,110,72
Gujarat,Botad,2025-05,77,58
Gujarat,Botad,2025-06,91,43
Gujarat,Botad,2025-07,90,61
Gujarat,Botad,2025-08,170,78
Gujarat,Botad,2025-09,100,50
Gujarat,Botad,2025-10,129,66
Gujarat,Botad,2025-11,156,81
Gujarat,Botad,2025-12,141,91
Gujarat,Chhotaudepur,2025-01,14231,11249
Gujarat,Chhotaudepur,2025-02,199,183
Gujarat,Chhotaudepur,2025-03,211,192
Gujarat,Chhotaudepur,2025-04,137,165
Gujarat,Chhotaudepur,2025-05,109,117
Gujarat,Chhotaudepur,2025-06,125,127
Gujarat,Chhotaudepur,2025-07,121,109
Gujarat,Chhotaudepur,2025-08,243,223
Gujarat,Chhotaudepur,2025-09,178,198
Gujarat,Chhotaudepur,2025-10,218,207
Gujarat,Chhotaudepur,2025-11,235,179
Gujarat,Chhotaudepur,2025-12,239,217
Gujarat,Dahod,2025-01,44756,38550
Gujarat,Dahod,2025-02,1024,1053
Gujarat,Dahod,2025-03,763,918
Gujarat,Dahod,2025-04,613,742
Gujarat,Dahod,2025-05,470,612
Gujarat,Dahod,2025-06,420,508
Gujarat,Dahod,2025-07,573,677
Gujarat,Dahod,2025-08,935,1015
Gujarat,Dahod,2025-09,567,581
Gujarat,Dahod,2025-10,745,672
Gujarat,Dahod,2025-11,844,784
Gujarat,Dahod,2025-12,914,897
Gujarat,Devbhumi Dwarka,2025-01,12003,5714
Gujarat,Devbhumi Dwarka,2025-02,286,103
Gujarat,Devbhumi Dwarka,2025-03,225,89
Gujarat,Devbhumi Dwarka,2025-04,285,96
Gujarat,Devbhumi Dwarka,2025-05,238,69
Gujarat,Devbhumi Dwarka,2025-06,210,75
Gujarat,Devbhumi Dwarka,2025-07,138,47
Gujarat,Devbhumi Dwarka,2025-08,258,93
Gujarat,Devbhumi Dwarka,2025-09,225,96
Gujarat,Devbhumi Dwarka,2025-10,202,87
Gujarat,Devbhumi Dwarka,2025-11,405,110
Gujarat,Devbhumi Dwarka,2025-12,256,97
Gujarat,Dohad,2025-01,1649,9144
Gujarat,Dohad,2025-02,26,287
Gujarat,Dohad,2025-03,23,198
Gujarat,Dohad,2025-04,11,166
Gujarat,Dohad,2025-05,16,173
Gujarat,Dohad,2025-06,20,117
Gujarat,Dohad,2025-07,21,165
Gujarat,Dohad,2025-08,35,253
Gujarat,Dohad,2025-09,24,150
Gujarat,Dohad,2025-10,27,204
Gujarat,Dohad,2025-11,29,206
Gujarat,Dohad,2025-12,28,227
Gujarat,Gandhinagar,2025-01,25777,31691
Gujarat,Gandhinagar,2025-02,557,639
Gujarat,Gandhinagar,2025-03,308,442
Gujarat,Gandhinagar,2025-04,337,470
Gujarat,Gandhinagar,2025-05,235,391
Gujarat,Gandhinagar,2025-06,227,309
Gujarat,Gandhinagar,2025-07,208,342
Gujarat,Gandhinagar,2025-08,362,544
Gujarat,Gandhinagar,2025-09,295,452
Gujarat,Gandhinagar,2025-10,295,435
Gujarat,Gandhinagar,2025-11,405,601
Gujarat,Gandhinagar,2025-12,403,618
Gujarat,Gir Somnath,2025-01,15232,9525
Gujarat,Gir Somnath,2025-02,457,138
Gujarat,Gir Somnath,2025-03,274,173
Gujarat,Gir Somnath,2025-04,307,146
Gujarat,Gir Somnath,2025-05,274,91
Gujarat,Gir Somnath,2025-06,198,141
Gujarat,Gir Somnath,2025-07,215,128
Gujarat,Gir Somnath,2025-08,317,167
Gujarat,Gir Somnath,2025-09,178,134
Gujarat,Gir Somnath,2025-10,237,118
Gujarat,Gir Somnath,2025-11,348,152
Gujarat,Gir Somnath,2025-12,383,160
Gujarat,Jamnagar,2025-01,29362,28880
Gujarat,Jamnagar,2025-02,798,586
Gujarat,Jamnagar,2025-03,487,462
Gujarat,Jamnagar,2025-04,476,466
Gujarat,Jamnagar,2025-05,456,351
Gujarat,Jamnagar,2025-06,350,371
Gujarat,Jamnagar,2025-07,364,382
Gujarat,Jamnagar,2025-08,456,558
Gujarat,Jamnagar,2025-09,329,394
Gujarat,Jamnagar,2025-10,421,483
Gujarat,Jamnagar,2025-11,528,533
Gujarat,Jamnagar,2025-12,548,581
Gujarat,Junagadh,2025-01,22537,48351
Gujarat,Junagadh,2025-02,621,977
Gujarat,Junagadh,2025-03,405,910
Gujarat,Junagadh,2025-04,383,940
Gujarat,Junagadh,2025-05,375,690
Gujarat,Junagadh,2025-06,312,687
Gujarat,Junagadh,2025-07,306,691
Gujarat,Junagadh,2025-08,465,1099
Gujarat,Junagadh,2025-09,314,770
Gujarat,Junagadh,2025-10,369,841
Gujarat,Junagadh,2025-11,518,1004
Gujarat,Junagadh,2025-12,583,1021
Gujarat,Kachchh,2025-01,50622,40867
Gujarat,Kachchh,2025-02,924,744
Gujarat,Kachchh,2025-03,693,617
Gujarat,Kachchh,2025-04,809,767
Gujarat,Kachchh,2025-05,565,497
Gujarat,Kachchh,2025-06,618,465
Gujarat,Kachchh,2025-07,442,491
Gujarat,Kachchh,2025-08,623,472
Gujarat,Kachchh,2025-09,466,404
Gujarat,Kachchh,2025-10,616,677
Gujarat,Kachchh,2025-11,775,866
Gujarat,Kachchh,2025-12,936,928
Gujarat,Kheda,2025-01,36816,47192
Gujarat,Kheda,2025-02,724,1164
Gujarat,Kheda,2025-03,503,869
Gujarat,Kheda,2025-04,521,958
Gujarat,Kheda,2025-05,380,591
Gujarat,Kheda,2025-06,306,513
Gujarat,Kheda,2025-07,315,623
Gujarat,Kheda,2025-08,616,979
Gujarat,Kheda,2025-09,461,803
Gujarat,Kheda,2025-10,534,851
Gujarat,Kheda,2025-11,771,1057
Gujarat,Kheda,2025-12,695,1028
Gujarat,Mahesana,2025-01,31015,40119
Gujarat,Mahesana,2025-02,742,874
Gujarat,Mahesana,2025-03,456,677
Gujarat,Mahesana,2025-04,512,736
Gujarat,Mahesana,2025-05,412,602
Gujarat,Mahesana,2025-06,376,520
Gujarat,Mahesana,2025-07,307,542
Gujarat,Mahesana,2025-08,627,834
Gujarat,Mahesana,2025-09,380,609
Gujarat,Mahesana,2025-10,488,720
Gujarat,Mahesana,2025-11,599,799
Gujarat,Mahesana,2025-12,601,965
Gujarat,Mahisagar,2025-01,12392,8907
Gujarat,Mahisagar,2025-02,285,223
Gujarat,Mahisagar,2025-03,267,216
Gujarat,Mahisagar,2025-04,180,144
Gujarat,Mahisagar,2025-05,224,143
Gujarat,Mahisagar,2025-06,142,104
Gujarat,Mahisagar,2025-07,145,117
