state,district,month,demo_age_5_17,demo_age_17_
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-05,0,22
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-06,2,37
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-07,0,13
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-08,1,22
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-09,1,32
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-10,2,21
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-11,1,24
Dadra And Nagar Haveli And Daman And Diu,Daman,2025-12,4,28
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-01,23,104
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-02,1,2
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-03,1,3
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-04,0,9
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-05,0,5
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-06,1,3
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-07,1,3
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-08,0,2
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-09,0,5
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-10,0,8
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-11,0,5
Dadra And Nagar Haveli And Daman And Diu,Diu,2025-12,0,5
Daman & Diu,Daman,2025-01,2,21
Daman & Diu,Daman,2025-02,1,12
Daman & Diu,Daman,2025-03,0,10
Daman & Diu,Daman,2025-04,0,8
Daman & Diu,Daman,2025-05,0,2
Daman & Diu,Daman,2025-06,1,12
Daman & Diu,Daman,2025-07,0,4
Daman & Diu,Daman,2025-08,1,15
Daman & Diu,Daman,2025-09,0,6
Daman & Diu,Daman,2025-10,0,11
Daman & Diu,Daman,2025-11,0,8
Daman & Diu,Daman,2025-12,1,12
Daman & Diu,Diu,2025-01,0,2
Daman & Diu,Diu,2025-02,0,5
Daman & Diu,Diu,2025-03,0,5
Daman & Diu,Diu,2025-04,1,9
Daman & Diu,Diu,2025-05,0,2
Daman & Diu,Diu,2025-06,0,7
Daman & Diu,Diu,2025-07,0,3
Daman & Diu,Diu,2025-08,2,11
Daman & Diu,Diu,2025-09,2,6
Daman & Diu,Diu,2025-10,1,5
Daman & Diu,Diu,2025-11,0,8
Daman & Diu,Diu,2025-12,0,10
Daman And Diu,Daman,2025-01,20,202
Daman And Diu,Daman,2025-02,5,25
Daman And Diu,Daman,2025-03,3,34
Daman And Diu,Daman,2025-04,3,25
Daman And Diu,Daman,2025-05,3,6
Daman And Diu,Daman,2025-06,7,26
Daman And Diu,Daman,2025-07,2,14
Daman And Diu,Daman,2025-08,3,24
Daman And Diu,Daman,2025-09,4,27
Daman And Diu,Daman,2025-10,5,18
Daman And Diu,Daman,2025-11,6,30
Daman And Diu,Daman,2025-12,7,34
Daman And Diu,Diu,2025-01,2,1
Daman And Diu,Diu,2025-02,1,10
Daman And Diu,Diu,2025-03,0,5
Daman And Diu,Diu,2025-04,9,24
Daman And Diu,Diu,2025-05,0,6
Daman And Diu,Diu,2025-06,1,12
Daman And Diu,Diu,2025-07,1,10
Daman And Diu,Diu,2025-08,0,12
Daman And Diu,Diu,2025-09,3,18
Daman And Diu,Diu,2025-10,2,10
Daman And Diu,Diu,2025-11,2,20
Daman And Diu,Diu,2025-12,2,17
Delhi,Central Delhi,2025-01,1743,18480
Delhi,Central Delhi,2025-02,58,431
Delhi,Central Delhi,2025-03,48,400
Delhi,Central Delhi,2025-04,56,442
Delhi,Central Delhi,2025-05,23,189
Delhi,Central Delhi,2025-06,63,473
Delhi,Central Delhi,2025-07,37,375
Delhi,Central Delhi,2025-08,93,583
Delhi,Central Delhi,2025-09,41,382
Delhi,Central Delhi,2025-10,59,398
Delhi,Central Delhi,2025-11,67,522
Delhi,Central Delhi,2025-12,43,443
Delhi,East Delhi,2025-01,13054,74231
Delhi,East Delhi,2025-02,135,1048
Delhi,East Delhi,2025-03,174,1438
Delhi,East Delhi,2025-04,163,1327
Delhi,East Delhi,2025-05,94,857
Delhi,East Delhi,2025-06,165,1235
Delhi,East Delhi,2025-07,87,751
Delhi,East Delhi,2025-08,164,1314
Delhi,East Delhi,2025-09,145,965
Delhi,East Delhi,2025-10,116,841
Delhi,East Delhi,2025-11,131,1160
Delhi,East Delhi,2025-12,120,981
Delhi,Najafgarh,2025-01,0,3
Delhi,Najafgarh,2025-02,0,10
Delhi,Najafgarh,2025-03,0,3
Delhi,Najafgarh,2025-04,0,5
Delhi,Najafgarh,2025-05,0,2
Delhi,Najafgarh,2025-06,0,8
Delhi,Najafgarh,2025-07,0,5
Delhi,Najafgarh,2025-08,0,3
Delhi,Najafgarh,2025-09,0,9
Delhi,Najafgarh,2025-10,2,1
Delhi,Najafgarh,2025-11,0,10
Delhi,Najafgarh,2025-12,0,12
Delhi,New Delhi,2025-01,175,1084
Delhi,New Delhi,2025-02,3,32
Delhi,New Delhi,2025-03,18,72
Delhi,New Delhi,2025-04,10,54
Delhi,New Delhi,2025-05,6,30
Delhi,New Delhi,2025-06,7,45
Delhi,New Delhi,2025-07,7,35
Delhi,New Delhi,2025-08,15,67
Delhi,New Delhi,2025-09,1,40
Delhi,New Delhi,2025-10,8,60
Delhi,New Delhi,2025-11,10,67
Delhi,New Delhi,2025-12,8,58
Delhi,North Delhi,2025-01,4184,35384
Delhi,North Delhi,2025-02,47,390
Delhi,North Delhi,2025-03,66,591
Delhi,North Delhi,2025-04,64,501
Delhi,North Delhi,2025-05,39,240
Delhi,North Delhi,2025-06,65,544
Delhi,North Delhi,2025-07,35,359
Delhi,North Delhi,2025-08,89,617
Delhi,North Delhi,2025-09,53,441
Delhi,North Delhi,2025-10,78,564
Delhi,North Delhi,2025-11,74,656
Delhi,North Delhi,2025-12,71,623
Delhi,North East,2025-01,37,3198
Delhi,North East,2025-02,6,213
Delhi,North East,2025-03,8,128
Delhi,North East,2025-04,12,357
Delhi,North East,2025-05,4,116
Delhi,North East,2025-06,16,295
Delhi,North East,2025-07,6,147
Delhi,North East,2025-08,7,333
Delhi,North East,2025-09,11,255
Delhi,North East,2025-10,12,240
Delhi,North East,2025-11,20,255
Delhi,North East,2025-12,11,227
Delhi,North East Delhi,2025-01,11698,51055
Delhi,North East Delhi,2025-02,116,651
Delhi,North East Delhi,2025-03,191,1031
Delhi,North East Delhi,2025-04,171,1135
Delhi,North East Delhi,2025-05,122,684
Delhi,North East Delhi,2025-06,195,1224
Delhi,North East Delhi,2025-07,113,806
Delhi,North East Delhi,2025-08,190,1287
Delhi,North East Delhi,2025-09,179,1006
Delhi,North East Delhi,2025-10,162,841
Delhi,North East Delhi,2025-11,183,1172
Delhi,North East Delhi,2025-12,150,836
Delhi,North West Delhi,2025-01,20792,134890
Delhi,North West Delhi,2025-02,331,2181
Delhi,North West Delhi,2025-03,339,2628
Delhi,North West Delhi,2025-04,369,2482
Delhi,North West Delhi,2025-05,184,1412
Delhi,North West Delhi,2025-06,362,2214
Delhi,North West Delhi,2025-07,190,1498
Delhi,North West Delhi,2025-08,311,2716
Delhi,North West Delhi,2025-09,248,1842
Delhi,North West Delhi,2025-10,257,1942
Delhi,North West Delhi,2025-11,356,2596
Delhi,North West Delhi,2025-12,282,2131
Delhi,Shahdara,2025-01,2498,11087
Delhi,Shahdara,2025-02,22,175
Delhi,Shahdara,2025-03,28,270
Delhi,Shahdara,2025-04,26,203
Delhi,Shahdara,2025-05,27,263
Delhi,Shahdara,2025-06,37,274
Delhi,Shahdara,2025-07,16,184
Delhi,Shahdara,2025-08,43,280
Delhi,Shahdara,2025-09,30,198
Delhi,Shahdara,2025-10,19,175
Delhi,Shahdara,2025-11,39,287
Delhi,Shahdara,2025-12,17,176
Delhi,South Delhi,2025-01,10091,90590
Delhi,South Delhi,2025-02,136,1524
Delhi,South Delhi,2025-03,167,1726
Delhi,South Delhi,2025-04,167,2025
Delhi,South Delhi,2025-05,107,1299
Delhi,South Delhi,2025-06,167,1830
Delhi,South Delhi,2025-07,132,1435
Delhi,South Delhi,2025-08,219,2138
Delhi,South Delhi,2025-09,154,1574
Delhi,South Delhi,2025-10,134,1415
Delhi,South Delhi,2025-11,191,2037
Delhi,South Delhi,2025-12,148,1789
Delhi,South East Delhi,2025-01,3,21
Delhi,South East Delhi,2025-02,0,10
Delhi,South East Delhi,2025-03,2,18
Delhi,South East Delhi,2025-04,4,31
Delhi,South East Delhi,2025-05,4,19
Delhi,South East Delhi,2025-06,8,45
Delhi,South East Delhi,2025-07,4,15
Delhi,South East Delhi,2025-08,5,32
Delhi,South East Delhi,2025-09,11,35
Delhi,South East Delhi,2025-10,1,5
Delhi,South East Delhi,2025-11,6,36
Delhi,South East Delhi,2025-12,1,25
Delhi,South West Delhi,2025-01,8864,66093
Delhi,South West Delhi,2025-02,162,1287
Delhi,South West Delhi,2025-03,227,1622
Delhi,South West Delhi,2025-04,167,1458
Delhi,South West Delhi,2025-05,123,860
Delhi,South West Delhi,2025-06,239,1727
Delhi,South West Delhi,2025-07,144,1135
Delhi,South West Delhi,2025-08,220,1662
Delhi,South West Delhi,2025-09,211,1315
Delhi,South West Delhi,2025-10,168,1154
Delhi,South West Delhi,2025-11,224,1732
Delhi,South West Delhi,2025-12,216,1523
Delhi,West Delhi,2025-01,13809,97883
Delhi,West Delhi,2025-02,168,1414
Delhi,West Delhi,2025-03,198,1601
Delhi,West Delhi,2025-04,207,1991
Delhi,West Delhi,2025-05,129,1338
Delhi,West Delhi,2025-06,181,1623
Delhi,West Delhi,2025-07,145,1206
Delhi,West Delhi,2025-08,209,1956
Delhi,West Delhi,2025-09,222,1812
Delhi,West Delhi,2025-10,141,1507
Delhi,West Delhi,2025-11,241,1825
Delhi,West Delhi,2025-12,247,2101
Goa,Bardez,2025-02,0,1
Goa,Bardez,2025-03,0,1
Goa,Bardez,2025-06,0,2
Goa,Bardez,2025-08,0,3
Goa,Bardez,2025-09,0,1
Goa,North Goa,2025-01,548,3035
Goa,North Goa,2025-02,28,405
Goa,North Goa,2025-03,30,409
Goa,North Goa,2025-04,36,490
Goa,North Goa,2025-05,45,313
Goa,North Goa,2025-06,39,447
Goa,North Goa,2025-07,22,254
Goa,North Goa,2025-08,50,542
Goa,North Goa,2025-09,22,427
Goa,North Goa,2025-10,18,470
Goa,North Goa,2025-11,33,529
Goa,North Goa,2025-12,37,449
Goa,South Goa,2025-01,524,2756
Goa,South Goa,2025-02,23,308
Goa,South Goa,2025-03,37,353
Goa,South Goa,2025-04,38,430
Goa,South Goa,2025-05,30,292
Goa,South Goa,2025-06,23,348
Goa,South Goa,2025-07,33,244
Goa,South Goa,2025-08,35,491
Goa,South Goa,2025-09,36,351
Goa,South Goa,2025-10,12,391
Goa,South Goa,2025-11,29,426
Goa,South Goa,2025-12,27,458
Goa,Tiswadi,2025-01,0,1
Goa,Tiswadi,2025-12,0,1
Gujarat,Ahmadabad,2025-01,3,159
Gujarat,Ahmadabad,2025-02,6,225
Gujarat,Ahmadabad,2025-03,14,265
Gujarat,Ahmadabad,2025-04,18,299
Gujarat,Ahmadabad,2025-05,3,106
Gujarat,Ahmadabad,2025-06,10,222
Gujarat,Ahmadabad,2025-07,9,137
Gujarat,Ahmadabad,2025-08,18,232
Gujarat,Ahmadabad,2025-09,10,241
Gujarat,Ahmadabad,2025-10,11,221
Gujarat,Ahmadabad,2025-11,22,251
Gujarat,Ahmadabad,2025-12,5,302
Gujarat,Ahmedabad,2025-01,11893,80762
Gujarat,Ahmedabad,2025-02,362,3754
Gujarat,Ahmedabad,2025-03,511,4422
Gujarat,Ahmedabad,2025-04,516,4226
Gujarat,Ahmedabad,2025-05,376,2524
Gujarat,Ahmedabad,2025-06,595,4221
Gujarat,Ahmedabad,2025-07,405,2837
Gujarat,Ahmedabad,2025-08,483,4377
Gujarat,Ahmedabad,2025-09,434,3509
Gujarat,Ahmedabad,2025-10,366,3607
Gujarat,Ahmedabad,2025-11,490,4369
Gujarat,Ahmedabad,2025-12,441,4257
Gujarat,Amreli,2025-01,847,6147
Gujarat,Amreli,2025-02,37,557
Gujarat,Amreli,2025-03,56,617
Gujarat,Amreli,2025-04,60,675
Gujarat,Amreli,2025-05,25,334
Gujarat,Amreli,2025-06,49,511
Gujarat,Amreli,2025-07,32,291
Gujarat,Amreli,2025-08,53,734
Gujarat,Amreli,2025-09,54,568
Gujarat,Amreli,2025-10,48,525
Gujarat,Amreli,2025-11,57,647
Gujarat,Amreli,2025-12,44,677
Gujarat,Anand,2025-01,784,9164
Gujarat,Anand,2025-02,68,673
Gujarat,Anand,2025-03,99,872
Gujarat,Anand,2025-04,86,844
Gujarat,Anand,2025-05,60,485
Gujarat,Anand,2025-06,112,738
Gujarat,Anand,2025-07,54,366
Gujarat,Anand,2025-08,92,1067
Gujarat,Anand,2025-09,77,719
Gujarat,Anand,2025-10,60,714
Gujarat,Anand,2025-11,87,964
Gujarat,Anand,2025-12,97,913
Gujarat,Arvalli,2025-01,650,1314
Gujarat,Arvalli,2025-02,28,144
Gujarat,Arvalli,2025-03,45,151
Gujarat,Arvalli,2025-04,29,185
Gujarat,Arvalli,2025-05,21,75
Gujarat,Arvalli,2025-06,21,111
Gujarat,Arvalli,2025-07,21,67
Gujarat,Arvalli,2025-08,61,207
Gujarat,Arvalli,2025-09,44,156
Gujarat,Arvalli,2025-10,27,172
Gujarat,Arvalli,2025-11,38,176
Gujarat,Arvalli,2025-12,42,202
Gujarat,Banas Kantha,2025-01,0,7
Gujarat,Banas Kantha,2025-02,0,12
Gujarat,Banas Kantha,2025-03,0,7
Gujarat,Banas Kantha,2025-04,1,19
Gujarat,Banas Kantha,2025-05,0,15
Gujarat,Banas Kantha,2025-06,0,7
Gujarat,Banas Kantha,2025-07,1,5
Gujarat,Banas Kantha,2025-08,1,15
Gujarat,Banas Kantha,2025-09,0,17
Gujarat,Banas Kantha,2025-10,1,11
Gujarat,Banas Kantha,2025-11,0,17
Gujarat,Banas Kantha,2025-12,0,18
Gujarat,Banaskantha,2025-01,3641,17949
Gujarat,Banaskantha,2025-02,167,1404
Gujarat,Banaskantha,2025-03,152,1272
Gujarat,Banaskantha,2025-04,157,1498
Gujarat,Banaskantha,2025-05,83,647
Gujarat,Banaskantha,2025-06,158,1085
Gujarat,Banaskantha,2025-07,90,545
Gujarat,Banaskantha,2025-08,148,1232
Gujarat,Banaskantha,2025-09,120,1010
Gujarat,Banaskantha,2025-10,137,1210
Gujarat,Banaskantha,2025-11,159,1542
Gujarat,Banaskantha,2025-12,160,1570
Gujarat,Bharuch,2025-01,2289,12570
Gujarat,Bharuch,2025-02,84,804
Gujarat,Bharuch,2025-03,149,928
Gujarat,Bharuch,2025-04,79,731
Gujarat,Bharuch,2025-05,76,421
Gujarat,Bharuch,2025-06,139,707
Gujarat,Bharuch,2025-07,93,481
Gujarat,Bharuch,2025-08,121,963
Gujarat,Bharuch,2025-09,107,684
Gujarat,Bharuch,2025-10,60,581
Gujarat,Bharuch,2025-11,121,827
Gujarat,Bharuch,2025-12,142,901
Gujarat,Bhavnagar,2025-01,2390,15555
Gujarat,Bhavnagar,2025-02,106,1080
Gujarat,Bhavnagar,2025-03,160,1196
Gujarat,Bhavnagar,2025-04,121,1318
Gujarat,Bhavnagar,2025-05,71,689
Gujarat,Bhavnagar,2025-06,190,1365
Gujarat,Bhavnagar,2025-07,104,648
Gujarat,Bhavnagar,2025-08,133,1435
Gujarat,Bhavnagar,2025-09,125,1070
Gujarat,Bhavnagar,2025-10,104,867
Gujarat,Bhavnagar,2025-11,136,1274
Gujarat,Bhavnagar,2025-12,130,1314
Gujarat,Botad,2025-01,580,1627
Gujarat,Botad,2025-02,19,140
Gujarat,Botad,2025-03,35,182
Gujarat,Botad,2025-04,23,138
Gujarat,Botad,2025-05,9,59
Gujarat,Botad,2025-06,41,124
Gujarat,Botad,2025-07,14,101
Gujarat,Botad,2025-08,22,138
Gujarat,Botad,2025-09,16,75
Gujarat,Botad,2025-10,17,107
Gujarat,Botad,2025-11,25,116
Gujarat,Botad,2025-12,37,180
Gujarat,Chhotaudepur,2025-01,612,2092
Gujarat,Chhotaudepur,2025-02,45,198
Gujarat,Chhotaudepur,2025-03,35,212
Gujarat,Chhotaudepur,2025-04,24,148
Gujarat,Chhotaudepur,2025-05,18,84
Gujarat,Chhotaudepur,2025-06,30,108
Gujarat,Chhotaudepur,2025-07,19,92
Gujarat,Chhotaudepur,2025-08,52,236
Gujarat,Chhotaudepur,2025-09,45,171
Gujarat,Chhotaudepur,2025-10,40,215
Gujarat,Chhotaudepur,2025-11,40,185
Gujarat,Chhotaudepur,2025-12,51,203
Gujarat,Dahod,2025-01,1459,8394
Gujarat,Dahod,2025-02,106,623
Gujarat,Dahod,2025-03,124,767
Gujarat,Dahod,2025-04,78,636
Gujarat,Dahod,2025-05,39,312
Gujarat,Dahod,2025-06,102,616
Gujarat,Dahod,2025-07,55,325
Gujarat,Dahod,2025-08,99,836
Gujarat,Dahod,2025-09,91,549
Gujarat,Dahod,2025-10,90,687
Gujarat,Dahod,2025-11,90,615
Gujarat,Dahod,2025-12,111,734
Gujarat,Devbhumi Dwarka,2025-01,164,1430
Gujarat,Devbhumi Dwarka,2025-02,19,119
Gujarat,Devbhumi Dwarka,2025-03,16,132
Gujarat,Devbhumi Dwarka,2025-04,19,150
Gujarat,Devbhumi Dwarka,2025-05,12,49
Gujarat,Devbhumi Dwarka,2025-06,25,116
Gujarat,Devbhumi Dwarka,2025-07,16,91
Gujarat,Devbhumi Dwarka,2025-08,23,158
Gujarat,Devbhumi Dwarka,2025-09,24,125
Gujarat,Devbhumi Dwarka,2025-10,15,127
Gujarat,Devbhumi Dwarka,2025-11,26,193
Gujarat,Devbhumi Dwarka,2025-12,38,184
Gujarat,Dohad,2025-01,49,1068
Gujarat,Dohad,2025-02,5,110
Gujarat,Dohad,2025-03,12,126
Gujarat,Dohad,2025-04,6,131
Gujarat,Dohad,2025-05,2,52
Gujarat,Dohad,2025-06,9,140
Gujarat,Dohad,2025-07,10,82
Gujarat,Dohad,2025-08,11,176
Gujarat,Dohad,2025-09,11,98
Gujarat,Dohad,2025-10,3,124
Gujarat,Dohad,2025-11,13,151
Gujarat,Dohad,2025-12,14,126
Gujarat,Gandhinagar,2025-01,2784,21233
Gujarat,Gandhinagar,2025-02,44,691
Gujarat,Gandhinagar,2025-03,96,835
Gujarat,Gandhinagar,2025-04,93,845
Gujarat,Gandhinagar,2025-05,48,405
Gujarat,Gandhinagar,2025-06,97,727
Gujarat,Gandhinagar,2025-07,59,505
Gujarat,Gandhinagar,2025-08,96,942
Gujarat,Gandhinagar,2025-09,86,788
Gujarat,Gandhinagar,2025-10,71,657
Gujarat,Gandhinagar,2025-11,73,878
Gujarat,Gandhinagar,2025-12,95,1031
Gujarat,Gir Somnath,2025-01,920,2370
Gujarat,Gir Somnath,2025-02,35,234
Gujarat,Gir Somnath,2025-03,44,280
Gujarat,Gir Somnath,2025-04,42,237
Gujarat,Gir Somnath,2025-05,20,83
Gujarat,Gir Somnath,2025-06,50,280
Gujarat,Gir Somnath,2025-07,30,110
Gujarat,Gir Somnath,2025-08,44,302
Gujarat,Gir Somnath,2025-09,31,169
Gujarat,Gir Somnath,2025-10,40,205
Gujarat,Gir Somnath,2025-11,43,253
Gujarat,Gir Somnath,2025-12,33,229
Gujarat,Jamnagar,2025-01,1403,12449
Gujarat,Jamnagar,2025-02,61,733
Gujarat,Jamnagar,2025-03,94,933
Gujarat,Jamnagar,2025-04,105,1076
Gujarat,Jamnagar,2025-05,35,266
Gujarat,Jamnagar,2025-06,104,857
Gujarat,Jamnagar,2025-07,85,417
Gujarat,Jamnagar,2025-08,89,1095
Gujarat,Jamnagar,2025-09,66,761
Gujarat,Jamnagar,2025-10,67,889
Gujarat,Jamnagar,2025-11,101,1143
Gujarat,Jamnagar,2025-12,112,1125
Gujarat,Junagadh,2025-01,1333,7917
Gujarat,Junagadh,2025-02,71,756
Gujarat,Junagadh,2025-03,90,937
Gujarat,Junagadh,2025-04,75,1000
Gujarat,Junagadh,2025-05,29,269
Gujarat,Junagadh,2025-06,62,773
Gujarat,Junagadh,2025-07,49,422
Gujarat,Junagadh,2025-08,85,1014
Gujarat,Junagadh,2025-09,66,651
Gujarat,Junagadh,2025-10,75,717
Gujarat,Junagadh,2025-11,84,879
Gujarat,Junagadh,2025-12,83,927
Gujarat,Kachchh,2025-01,2981,18328
Gujarat,Kachchh,2025-02,92,1125
Gujarat,Kachchh,2025-03,159,1115
Gujarat,Kachchh,2025-04,124,1271
Gujarat,Kachchh,2025-05,66,483
Gujarat,Kachchh,2025-06,161,1114
Gujarat,Kachchh,2025-07,83,552
Gujarat,Kachchh,2025-08,119,889
Gujarat,Kachchh,2025-09,95,701
Gujarat,Kachchh,2025-10,89,940
Gujarat,Kachchh,2025-11,138,1231
Gujarat,Kachchh,2025-12,131,1319
Gujarat,Kheda,2025-01,2372,13331
Gujarat,Kheda,2025-02,86,974
Gujarat,Kheda,2025-03,95,1051
Gujarat,Kheda,2025-04,84,1083
Gujarat,Kheda,2025-05,49,403
Gujarat,Kheda,2025-06,88,712
Gujarat,Kheda,2025-07,48,333
Gujarat,Kheda,2025-08,107,1070
Gujarat,Kheda,2025-09,85,854
Gujarat,Kheda,2025-10,72,989
Gujarat,Kheda,2025-11,87,1041
Gujarat,Kheda,2025-12,105,1261
Gujarat,Mahesana,2025-01,2397,12769
Gujarat,Mahesana,2025-02,64,765
Gujarat,Mahesana,2025-03,111,801
Gujarat,Mahesana,2025-04,100,964
Gujarat,Mahesana,2025-05,64,491
Gujarat,Mahesana,2025-06,102,654
Gujarat,Mahesana,2025-07,76,346
Gujarat,Mahesana,2025-08,139,951
Gujarat,Mahesana,2025-09,85,737
Gujarat,Mahesana,2025-10,96,735
Gujarat,Mahesana,2025-11,94,864
Gujarat,Mahesana,2025-12,127,1172
Gujarat,Mahisagar,2025-01,196,1509
Gujarat,Mahisagar,2025-02,20,146
Gujarat,Mahisagar,2025-03,32,164
Gujarat,Mahisagar,2025-04,18,144
Gujarat,Mahisagar,2025-05,16,99
Gujarat,Mahisagar,2025-06,16,153
Gujarat,Mahisagar,2025-07,14,75
Gujarat,Mahisagar,2025-08,26,152
Gujarat,Mahisagar,2025-09,20,134
Gujarat,Mahisagar,2025-10,23,160
Gujarat,Mahisagar,2025-11,17,185
Gujarat,Mahisagar,2025-12,22,218
Gujarat,Morbi,2025-01,1157,5915
Gujarat,Morbi,2025-02,31,245
Gujarat,Morbi,2025-03,32,229
Gujarat,Morbi,2025-04,28,255
Gujarat,Morbi,2025-05,37,163
Gujarat,Morbi,2025-06,30,165
Gujarat,Morbi,2025-07,35,193
Gujarat,Morbi,2025-08,34,229
Gujarat,Morbi,2025-09,32,216
Gujarat,Morbi,2025-10,33,240
Gujarat,Morbi,2025-11,48,298
Gujarat,Morbi,2025-12,45,295
Gujarat,Narmada,2025-01,1248,4418
Gujarat,Narmada,2025-02,29,228
Gujarat,Narmada,2025-03,48,193
Gujarat,Narmada,2025-04,43,219
Gujarat,Narmada,2025-05,19,102
Gujarat,Narmada,2025-06,25,142
Gujarat,Narmada,2025-07,40,95
Gujarat,Narmada,2025-08,52,309
Gujarat,Narmada,2025-09,32,238
Gujarat,Narmada,2025-10,34,233
Gujarat,Narmada,2025-11,38,237
Gujarat,Narmada,2025-12,52,221
Gujarat,Navsari,2025-01,1824,5626
Gujarat,Navsari,2025-02,54,501
Gujarat,Navsari,2025-03,74,522
Gujarat,Navsari,2025-04,78,513
Gujarat,Navsari,2025-05,42,297
Gujarat,Navsari,2025-06,79,335
Gujarat,Navsari,2025-07,37,307
Gujarat,Navsari,2025-08,73,624
Gujarat,Navsari,2025-09,83,498
Gujarat,Navsari,2025-10,66,503
Gujarat,Navsari,2025-11,81,506
Gujarat,Navsari,2025-12,107,682
Gujarat,Panch Mahals,2025-01,0,11
Gujarat,Panch Mahals,2025-02,1,16
Gujarat,Panch Mahals,2025-03,0,17
Gujarat,Panch Mahals,2025-04,0,16
Gujarat,Panch Mahals,2025-05,1,10
Gujarat,Panch Mahals,2025-06,2,7
Gujarat,Panch Mahals,2025-07,0,3
Gujarat,Panch Mahals,2025-08,2,11
Gujarat,Panch Mahals,2025-09,0,9
Gujarat,Panch Mahals,2025-10,0,19
Gujarat,Panch Mahals,2025-11,0,18
Gujarat,Panch Mahals,2025-12,0,11
Gujarat,Panchmahals,2025-01,834,6426
Gujarat,Panchmahals,2025-02,73,830
Gujarat,Panchmahals,2025-03,93,763
Gujarat,Panchmahals,2025-04,71,809
Gujarat,Panchmahals,2025-05,51,556
Gujarat,Panchmahals,2025-06,95,625
Gujarat,Panchmahals,2025-07,65,406
Gujarat,Panchmahals,2025-08,94,870
Gujarat,Panchmahals,2025-09,88,678
Gujarat,Panchmahals,2025-10,74,787
Gujarat,Panchmahals,2025-11,68,801
Gujarat,Panchmahals,2025-12,104,809
Gujarat,Patan,2025-01,897,6368
Gujarat,Patan,2025-02,61,810
Gujarat,Patan,2025-03,60,667
Gujarat,Patan,2025-04,80,811
Gujarat,Patan,2025-05,38,394
Gujarat,Patan,2025-06,73,479
Gujarat,Patan,2025-07,37,270
Gujarat,Patan,2025-08,69,608
Gujarat,Patan,2025-09,70,556
Gujarat,Patan,2025-10,58,489
Gujarat,Patan,2025-11,89,814
Gujarat,Patan,2025-12,63,758
Gujarat,Porbandar,2025-01,643,2736
Gujarat,Porbandar,2025-02,20,293
Gujarat,Porbandar,2025-03,32,245
Gujarat,Porbandar,2025-04,36,360
Gujarat,Porbandar,2025-05,20,191
Gujarat,Porbandar,2025-06,38,221
Gujarat,Porbandar,2025-07,28,220
Gujarat,Porbandar,2025-08,48,428
Gujarat,Porbandar,2025-09,44,327
Gujarat,Porbandar,2025-10,29,263
Gujarat,Porbandar,2025-11,32,294
Gujarat,Porbandar,2025-12,48,434
Gujarat,Rajkot,2025-01,4138,48135
Gujarat,Rajkot,2025-02,111,1961
Gujarat,Rajkot,2025-03,169,2082
Gujarat,Rajkot,2025-04,164,2030
Gujarat,Rajkot,2025-05,86,1192
Gujarat,Rajkot,2025-06,154,1721
Gujarat,Rajkot,2025-07,121,1114
Gujarat,Rajkot,2025-08,136,2203
Gujarat,Rajkot,2025-09,112,1376
Gujarat,Rajkot,2025-10,133,1701
Gujarat,Rajkot,2025-11,158,2057
Gujarat,Rajkot,2025-12,154,2407
Gujarat,Sabar Kantha,2025-01,0,12
Gujarat,Sabar Kantha,2025-02,0,14
Gujarat,Sabar Kantha,2025-03,2,17
Gujarat,Sabar Kantha,2025-04,2,25
Gujarat,Sabar Kantha,2025-05,2,1
Gujarat,Sabar Kantha,2025-06,1,12
Gujarat,Sabar Kantha,2025-07,1,16
Gujarat,Sabar Kantha,2025-08,3,25
Gujarat,Sabar Kantha,2025-09,0,13
Gujarat,Sabar Kantha,2025-10,0,14
Gujarat,Sabar Kantha,2025-11,1,17
Gujarat,Sabar Kantha,2025-12,2,20
Gujarat,Sabarkantha,2025-01,1982,8251
Gujarat,Sabarkantha,2025-02,88,769
Gujarat,Sabarkantha,2025-03,107,955
Gujarat,Sabarkantha,2025-04,76,978
Gujarat,Sabarkantha,2025-05,68,524
Gujarat,Sabarkantha,2025-06,93,622
Gujarat,Sabarkantha,2025-07,50,369
Gujarat,Sabarkantha,2025-08,106,1069
Gujarat,Sabarkantha,2025-09,76,750
Gujarat,Sabarkantha,2025-10,81,948
Gujarat,Sabarkantha,2025-11,104,1051
Gujarat,Sabarkantha,2025-12,126,1139
Gujarat,Surat,2025-01,15106,129405
Gujarat,Surat,2025-02,417,4563
Gujarat,Surat,2025-03,476,4932
